,Address,Zip,Date,Event,Price,Beds,Baths,SqrFt,LotSize
14023,"3 Newland Ct, Newark, DE",19713,9/14/18,Sold,228000,3,1.5,1425,8712
14065,"31 Upland Ct, Newark, DE",19713,11/5/04,Sold,162500,3,2,1425,8712
14066,"31 Upland Ct, Newark, DE",19713,12/4/10,Listed for sale,179900,3,2,1425,8712
14067,"31 Upland Ct, Newark, DE",19713,1/20/11,Price change,159900,3,2,1425,8712
14068,"31 Upland Ct, Newark, DE",19713,2/8/11,Listing removed,159900,3,2,1425,8712
14069,"31 Upland Ct, Newark, DE",19713,5/4/11,Sold,650000,3,2,1425,8712
14070,"31 Upland Ct, Newark, DE",19713,3/9/18,Listed for sale,227900,3,2,1425,8712
14071,"31 Upland Ct, Newark, DE",19713,3/14/18,Listing removed,227900,3,2,1425,8712
14072,"31 Upland Ct, Newark, DE",19713,6/4/18,Sold,230000,3,2,1425,8712
14193,"37 Shull Dr, Newark, DE",19711,5/10/18,Listing removed,150000,4,2,1425,8712
14194,"37 Shull Dr, Newark, DE",19711,5/27/18,Listed for sale,209900,4,2,1425,8712
14195,"37 Shull Dr, Newark, DE",19711,6/8/18,Listing removed,209900,4,2,1425,8712
14196,"37 Shull Dr, Newark, DE",19711,6/14/18,Sold,180000,4,2,1425,8712
14197,"37 Shull Dr, Newark, DE",19711,7/31/18,Listed for sale,245000,4,2,1425,8712
14198,"37 Shull Dr, Newark, DE",19711,10/17/18,Pending sale,245000,4,2,1425,8712
14199,"37 Shull Dr, Newark, DE",19711,11/2/18,Sold,240000,4,2,1425,8712
14780,"7 Newland Ct, Newark, DE",19713,11/16/06,Sold,219900,3,2,1425,7405
14781,"7 Newland Ct, Newark, DE",19713,6/27/10,Listed for sale,NA,3,2,1425,7405
14782,"7 Newland Ct, Newark, DE",19713,7/30/10,Sold,190837,3,2,1425,7405
14783,"7 Newland Ct, Newark, DE",19713,3/15/11,Sold,160000,3,2,1425,7405
14784,"7 Newland Ct, Newark, DE",19713,6/23/16,Listed for sale,209900,3,2,1425,7405
14785,"7 Newland Ct, Newark, DE",19713,8/16/16,Price change,199900,3,2,1425,7405
14786,"7 Newland Ct, Newark, DE",19713,8/30/16,Listing removed,199900,3,2,1425,7405
14787,"7 Newland Ct, Newark, DE",19713,10/25/16,Sold,197500,3,2,1425,7405
15586,"114 Auckland Dr, Newark, DE",19702,9/9/05,Sold,148000,3,3,1425,6534
15587,"114 Auckland Dr, Newark, DE",19702,4/13/16,Listed for sale,120000,3,3,1425,6534
15588,"114 Auckland Dr, Newark, DE",19702,5/4/16,Pending sale,120000,3,3,1425,6534
15589,"114 Auckland Dr, Newark, DE",19702,6/3/16,Back on market,120000,3,3,1425,6534
15590,"114 Auckland Dr, Newark, DE",19702,10/14/16,Price change,115000,3,3,1425,6534
15591,"114 Auckland Dr, Newark, DE",19702,12/27/16,Listing removed,115000,3,3,1425,6534
15592,"114 Auckland Dr, Newark, DE",19702,2/14/17,Listed for sale,115000,3,3,1425,6534
15593,"114 Auckland Dr, Newark, DE",19702,4/12/17,Listing removed,115000,3,3,1425,6534
15594,"114 Auckland Dr, Newark, DE",19702,6/30/17,Sold,110000,3,3,1425,6534
15595,"114 Auckland Dr, Newark, DE",19702,7/29/17,Listing removed,135000,3,3,1425,6534
15596,"114 Auckland Dr, Newark, DE",19702,5/1/19,Listed for sale,187500,3,3,1425,6534
15597,"114 Auckland Dr, Newark, DE",19702,5/7/19,Pending sale,187500,3,3,1425,6534
15598,"114 Auckland Dr, Newark, DE",19702,6/12/19,Listing removed,187500,3,3,1425,6534
15740,"122 Piano Dr, Newark, DE",19713,3/11/17,Listed for sale,204900,3,2,1425,8712
15741,"122 Piano Dr, Newark, DE",19713,3/23/17,Listing removed,204900,3,2,1425,8712
15742,"122 Piano Dr, Newark, DE",19713,4/24/17,Listed for sale,204900,3,2,1425,8712
15743,"122 Piano Dr, Newark, DE",19713,5/8/17,Listing removed,204900,3,2,1425,8712
15744,"122 Piano Dr, Newark, DE",19713,5/26/17,Sold,204900,3,2,1425,8712
15969,"150 Kane Dr, Newark, DE",19702,4/28/12,Price change,219900,3,1.5,1425,6969
15970,"150 Kane Dr, Newark, DE",19702,5/17/12,Pending sale,219900,3,1.5,1425,6969
15971,"150 Kane Dr, Newark, DE",19702,7/18/12,Sold,216500,3,1.5,1425,6969
15972,"150 Kane Dr, Newark, DE",19702,3/19/17,Listed for sale,229900,3,1.5,1425,6969
15973,"150 Kane Dr, Newark, DE",19702,5/8/17,Listing removed,229900,3,1.5,1425,6969
15974,"150 Kane Dr, Newark, DE",19702,5/19/17,Sold,229000,3,1.5,1425,6969
15975,"150 Kane Dr, Newark, DE",19702,7/12/17,Sold,229000,3,1.5,1425,6969
16609,"27 Cedar Farms Dr, Newark, DE",19702,4/28/03,Sold,169999,3,2,1425,7840
16610,"27 Cedar Farms Dr, Newark, DE",19702,12/5/07,Listed for sale,269900,3,2,1425,7840
16611,"27 Cedar Farms Dr, Newark, DE",19702,5/17/08,Listing removed,269900,3,2,1425,7840
16612,"27 Cedar Farms Dr, Newark, DE",19702,3/30/09,Sold,235000,3,2,1425,7840
16613,"27 Cedar Farms Dr, Newark, DE",19702,7/31/16,Listed for sale,239900,3,2,1425,7840
16614,"27 Cedar Farms Dr, Newark, DE",19702,9/14/16,Price change,234900,3,2,1425,7840
16615,"27 Cedar Farms Dr, Newark, DE",19702,11/1/16,Price change,229900,3,2,1425,7840
16616,"27 Cedar Farms Dr, Newark, DE",19702,11/17/16,Listing removed,229900,3,2,1425,7840
16617,"27 Cedar Farms Dr, Newark, DE",19702,12/28/16,Listed for sale,228000,3,2,1425,7840
16618,"27 Cedar Farms Dr, Newark, DE",19702,12/28/16,Price change,229900,3,2,1425,7840
16619,"27 Cedar Farms Dr, Newark, DE",19702,3/1/17,Sold,217500,3,2,1425,7840
16797,"3 Opus Dr, Newark, DE",19702,9/16/16,Listed for sale,902000,3,2,1425,6098
16798,"3 Opus Dr, Newark, DE",19702,9/16/16,Sold,950000,3,2,1425,6098
16799,"3 Opus Dr, Newark, DE",19702,9/28/16,Listing removed,902000,3,2,1425,6098
16800,"3 Opus Dr, Newark, DE",19702,10/21/16,Sold,166500,3,2,1425,6098
16801,"3 Opus Dr, Newark, DE",19702,12/13/16,Listed for sale,174900,3,2,1425,6098
16802,"3 Opus Dr, Newark, DE",19702,12/20/16,Price change,169900,3,2,1425,6098
16803,"3 Opus Dr, Newark, DE",19702,12/31/16,Listing removed,169900,3,2,1425,6098
16804,"3 Opus Dr, Newark, DE",19702,3/10/17,Listed for sale,169900,3,2,1425,6098
16805,"3 Opus Dr, Newark, DE",19702,3/20/17,Price change,174900,3,2,1425,6098
16806,"3 Opus Dr, Newark, DE",19702,3/25/17,Listing removed,174900,3,2,1425,6098
16807,"3 Opus Dr, Newark, DE",19702,5/17/17,Listed for sale,174900,3,2,1425,6098
16808,"3 Opus Dr, Newark, DE",19702,5/25/17,Listing removed,174900,3,2,1425,6098
16809,"3 Opus Dr, Newark, DE",19702,6/22/17,Sold,166500,3,2,1425,6098
17445,"43 Midland Dr, Newark, DE",19713,2/2/17,Listed for sale,189900,3,1.5,1425,7840
17446,"43 Midland Dr, Newark, DE",19713,2/9/17,Listing removed,189900,3,1.5,1425,7840
17447,"43 Midland Dr, Newark, DE",19713,3/19/17,Sold,189900,3,1.5,1425,7840
18802,"116 Buckson Ct, Bear, DE",19701,11/21/08,Sold,169000,2,1.5,1425,2178
18803,"116 Buckson Ct, Bear, DE",19701,11/20/12,Sold,147500,2,1.5,1425,2178
18804,"116 Buckson Ct, Bear, DE",19701,11/30/12,Price change,147731,2,1.5,1425,2178
18805,"116 Buckson Ct, Bear, DE",19701,12/6/12,Price change,134731,2,1.5,1425,2178
18806,"116 Buckson Ct, Bear, DE",19701,1/14/13,Price change,125000,2,1.5,1425,2178
18807,"116 Buckson Ct, Bear, DE",19701,2/27/13,Listing removed,125000,2,1.5,1425,2178
18808,"116 Buckson Ct, Bear, DE",19701,4/9/13,Sold,122000,2,1.5,1425,2178
18809,"116 Buckson Ct, Bear, DE",19701,4/28/13,Listing removed,1.00E+05,2,1.5,1425,2178
18810,"116 Buckson Ct, Bear, DE",19701,10/24/13,Listed for sale,1.00E+05,2,1.5,1425,2178
18811,"116 Buckson Ct, Bear, DE",19701,11/23/13,Listing removed,1.00E+05,2,1.5,1425,2178
18812,"116 Buckson Ct, Bear, DE",19701,10/14/16,Listed for sale,157000,2,1.5,1425,2178
18813,"116 Buckson Ct, Bear, DE",19701,10/21/16,Pending sale,157000,2,1.5,1425,2178
18814,"116 Buckson Ct, Bear, DE",19701,10/29/16,Back on market,157000,2,1.5,1425,2178
18815,"116 Buckson Ct, Bear, DE",19701,11/17/16,Listing removed,157000,2,1.5,1425,2178
18816,"116 Buckson Ct, Bear, DE",19701,11/22/16,Sold,160000,2,1.5,1425,2178
19111,"137 Buckson Ct, Bear, DE",19701,7/1/16,Listed for sale,168000,3,1.5,1425,2178
19112,"137 Buckson Ct, Bear, DE",19701,9/2/16,Price change,159600,3,1.5,1425,2178
19113,"137 Buckson Ct, Bear, DE",19701,10/26/16,Price change,151600,3,1.5,1425,2178
19114,"137 Buckson Ct, Bear, DE",19701,11/28/16,Price change,144020,3,1.5,1425,2178
19115,"137 Buckson Ct, Bear, DE",19701,12/29/16,Price change,136820,3,1.5,1425,2178
19116,"137 Buckson Ct, Bear, DE",19701,2/2/17,Listing removed,136820,3,1.5,1425,2178
19117,"137 Buckson Ct, Bear, DE",19701,3/22/17,Sold,136820,3,1.5,1425,2178
19282,"155 Coopers Dr, Newark, DE",19702,6/14/17,Listed for sale,3.00E+05,3,2,1425,NA
19283,"155 Coopers Dr, Newark, DE",19702,7/18/17,Price change,290000,3,2,1425,NA
19284,"155 Coopers Dr, Newark, DE",19702,8/20/17,Price change,280000,3,2,1425,NA
19285,"155 Coopers Dr, Newark, DE",19702,9/1/17,Pending sale,280000,3,2,1425,NA
19286,"155 Coopers Dr, Newark, DE",19702,9/2/17,Listing removed,280000,3,2,1425,NA
19287,"155 Coopers Dr, Newark, DE",19702,10/29/17,Sold,275000,3,2,1425,NA
19368,"173 Auckland Dr, Newark, DE",19702,3/2/16,Sold,9.00E+05,3,2.5,1425,3920
19369,"173 Auckland Dr, Newark, DE",19702,8/8/16,Listed for sale,179000,3,2.5,1425,3920
19370,"173 Auckland Dr, Newark, DE",19702,8/18/16,Listing removed,179000,3,2.5,1425,3920
19371,"173 Auckland Dr, Newark, DE",19702,10/11/16,Sold,179000,3,2.5,1425,3920
19372,"173 Auckland Dr, Newark, DE",19702,7/11/18,Listing removed,155000,3,2.5,1425,3920
19428,"2 Alford Ct, Newark, DE",19711,5/30/07,Sold,265000,3,2,1425,9583
19429,"2 Alford Ct, Newark, DE",19711,5/14/17,Listed for sale,240000,3,2,1425,9583
19430,"2 Alford Ct, Newark, DE",19711,5/17/17,Listing removed,240000,3,2,1425,9583
19431,"2 Alford Ct, Newark, DE",19711,5/17/17,Pending sale,240000,3,2,1425,9583
19432,"2 Alford Ct, Newark, DE",19711,5/26/17,Sold,245000,3,2,1425,9583
22290,"334 N Barrington Ct, Newark, DE",19702,1/30/01,Sold,129124,3,2.5,1425,4356
22291,"334 N Barrington Ct, Newark, DE",19702,2/14/01,Sold,129124,3,2.5,1425,4356
22292,"334 N Barrington Ct, Newark, DE",19702,10/7/03,Sold,825000,3,2.5,1425,4356
22293,"334 N Barrington Ct, Newark, DE",19702,3/22/16,Listed for sale,189900,3,2.5,1425,4356
22294,"334 N Barrington Ct, Newark, DE",19702,4/23/16,Listing removed,189900,3,2.5,1425,4356
22295,"334 N Barrington Ct, Newark, DE",19702,4/10/18,Listed for sale,202156,3,2.5,1425,4356
22296,"334 N Barrington Ct, Newark, DE",19702,4/27/18,Pending sale,202156,3,2.5,1425,4356
22297,"334 N Barrington Ct, Newark, DE",19702,5/2/18,Listing removed,202156,3,2.5,1425,4356
22298,"334 N Barrington Ct, Newark, DE",19702,6/19/18,Sold,207000,3,2.5,1425,4356
22751,"67 Lisa Dr, Newark, DE",19702,6/1/01,Sold,130869,3,2.5,1425,2613
22752,"67 Lisa Dr, Newark, DE",19702,11/26/07,Sold,227000,3,2.5,1425,2613
22753,"67 Lisa Dr, Newark, DE",19702,2/21/17,Listed for sale,219900,3,2.5,1425,2613
22754,"67 Lisa Dr, Newark, DE",19702,3/27/17,Pending sale,219900,3,2.5,1425,2613
22755,"67 Lisa Dr, Newark, DE",19702,5/13/17,Listing removed,219900,3,2.5,1425,2613
22756,"67 Lisa Dr, Newark, DE",19702,5/17/17,Sold,217000,3,2.5,1425,2613
15328,"1 Stark Ct, Newark, DE",19702,11/23/05,Sold,139000,3,2.5,1428,4792
15329,"1 Stark Ct, Newark, DE",19702,6/29/07,Sold,159000,3,2.5,1428,4792
15330,"1 Stark Ct, Newark, DE",19702,6/4/18,Listed for sale,149900,3,2.5,1428,4792
15331,"1 Stark Ct, Newark, DE",19702,6/6/18,Pending sale,149900,3,2.5,1428,4792
15332,"1 Stark Ct, Newark, DE",19702,7/27/18,Sold,154000,3,2.5,1428,4792
9524,"48 Matthews Rd, Newark, DE",19713,1/10/07,Sold,246000,3,1.5,1434,8276
9525,"48 Matthews Rd, Newark, DE",19713,3/27/18,Listed for sale,NA,3,1.5,1434,8276
9526,"48 Matthews Rd, Newark, DE",19713,4/11/18,Listing removed,132697,3,1.5,1434,8276
9527,"48 Matthews Rd, Newark, DE",19713,6/5/18,Sold,133000,3,1.5,1434,8276
9528,"48 Matthews Rd, Newark, DE",19713,4/29/19,Listed for sale,244900,3,1.5,1434,8276
9529,"48 Matthews Rd, Newark, DE",19713,4/30/19,Listing removed,244900,3,1.5,1434,8276
9530,"48 Matthews Rd, Newark, DE",19713,5/31/19,Sold,245000,3,1.5,1434,8276
21472,"163 Darling St, Newark, DE",19702,4/18/01,Sold,143445,3,1.5,1440,2614
21473,"163 Darling St, Newark, DE",19702,3/6/03,Sold,161000,3,1.5,1440,2614
21474,"163 Darling St, Newark, DE",19702,5/3/05,Sold,196000,3,1.5,1440,2614
21475,"163 Darling St, Newark, DE",19702,4/14/18,Listed for sale,215000,3,1.5,1440,2614
21476,"163 Darling St, Newark, DE",19702,5/7/18,Listing removed,215000,3,1.5,1440,2614
21477,"163 Darling St, Newark, DE",19702,6/22/18,Sold,215000,3,1.5,1440,2614
8750,"20 Davies Rd, Newark, DE",19713,5/11/17,Listed for sale,219900,4,1.5,1450,8712
8751,"20 Davies Rd, Newark, DE",19713,5/15/17,Price change,222000,4,1.5,1450,8712
8752,"20 Davies Rd, Newark, DE",19713,5/26/17,Pending sale,222000,4,1.5,1450,8712
8753,"20 Davies Rd, Newark, DE",19713,5/26/17,Price change,225000,4,1.5,1450,8712
8754,"20 Davies Rd, Newark, DE",19713,6/2/17,Price change,219900,4,1.5,1450,8712
8755,"20 Davies Rd, Newark, DE",19713,6/12/17,Listing removed,219900,4,1.5,1450,8712
8756,"20 Davies Rd, Newark, DE",19713,8/10/17,Sold,224300,4,1.5,1450,8712
8807,"21 Chaucer Dr, Newark, DE",19713,3/13/08,Listed for sale,194999,4,2,1450,7405
8808,"21 Chaucer Dr, Newark, DE",19713,4/22/08,Price change,184999,4,2,1450,7405
8809,"21 Chaucer Dr, Newark, DE",19713,6/11/08,Listing removed,184999,4,2,1450,7405
8810,"21 Chaucer Dr, Newark, DE",19713,8/1/08,Sold,185000,4,2,1450,7405
8811,"21 Chaucer Dr, Newark, DE",19713,1/28/16,Sold,960000,4,2,1450,7405
8812,"21 Chaucer Dr, Newark, DE",19713,4/4/16,Listed for sale,194900,4,2,1450,7405
8813,"21 Chaucer Dr, Newark, DE",19713,5/25/16,Price change,199900,4,2,1450,7405
8814,"21 Chaucer Dr, Newark, DE",19713,6/10/16,Price change,199500,4,2,1450,7405
8815,"21 Chaucer Dr, Newark, DE",19713,6/22/16,Price change,198900,4,2,1450,7405
8816,"21 Chaucer Dr, Newark, DE",19713,7/19/16,Price change,198800,4,2,1450,7405
8817,"21 Chaucer Dr, Newark, DE",19713,8/1/16,Price change,194900,4,2,1450,7405
8818,"21 Chaucer Dr, Newark, DE",19713,8/17/16,Price change,189900,4,2,1450,7405
8819,"21 Chaucer Dr, Newark, DE",19713,9/1/16,Listing removed,189900,4,2,1450,7405
8820,"21 Chaucer Dr, Newark, DE",19713,9/13/16,Sold,185000,4,2,1450,7405
9100,"27 Marlin Dr, Newark, DE",19713,8/29/16,Listed for sale,110000,4,2,1450,7840
9101,"27 Marlin Dr, Newark, DE",19713,9/1/16,Listing removed,110000,4,2,1450,7840
9102,"27 Marlin Dr, Newark, DE",19713,10/2/16,Sold,110000,4,2,1450,7840
9103,"27 Marlin Dr, Newark, DE",19713,7/10/17,Listed for sale,225000,4,2,1450,7840
9104,"27 Marlin Dr, Newark, DE",19713,7/18/17,Listing removed,225000,4,2,1450,7840
9105,"27 Marlin Dr, Newark, DE",19713,7/18/17,Pending sale,225000,4,2,1450,7840
9106,"27 Marlin Dr, Newark, DE",19713,10/18/17,Sold,232000,4,2,1450,7840
9350,"37 Meadow Ln, Newark, DE",19713,11/23/17,Listed for sale,173900,3,1,1450,6969
9351,"37 Meadow Ln, Newark, DE",19713,2/8/18,Pending sale,173900,3,1,1450,6969
9352,"37 Meadow Ln, Newark, DE",19713,2/9/18,Listing removed,173900,3,1,1450,6969
9353,"37 Meadow Ln, Newark, DE",19713,3/27/18,Sold,173000,3,1,1450,6969
9531,"49 Chaucer Dr, Newark, DE",19713,8/22/16,Sold,148000,3,1,1450,8712
9545,"5 Glendale Blvd, Newark, DE",19702,4/27/04,Sold,139900,3,1,1450,NA
9546,"5 Glendale Blvd, Newark, DE",19702,8/5/16,Sold,3.00E+05,3,1,1450,NA
10569,"117 Lynch Farm Dr, Newark, DE",19713,8/6/02,Sold,133900,3,2,1450,8276
10570,"117 Lynch Farm Dr, Newark, DE",19713,4/3/17,Listed for sale,194000,3,2,1450,8276
10571,"117 Lynch Farm Dr, Newark, DE",19713,4/17/17,Listing removed,194000,3,2,1450,8276
10572,"117 Lynch Farm Dr, Newark, DE",19713,4/17/17,Pending sale,194000,3,2,1450,8276
10573,"117 Lynch Farm Dr, Newark, DE",19713,5/19/17,Sold,192000,3,2,1450,8276
10983,"201 Hull Ave, Newark, DE",19711,6/30/05,Sold,172000,4,2,1450,9148
10984,"201 Hull Ave, Newark, DE",19711,9/17/16,Listed for sale,159000,4,2,1450,9148
10985,"201 Hull Ave, Newark, DE",19711,10/2/16,Listing removed,159000,4,2,1450,9148
10986,"201 Hull Ave, Newark, DE",19711,11/29/16,Listed for sale,184900,4,2,1450,9148
10987,"201 Hull Ave, Newark, DE",19711,4/20/17,Listed for sale,189985,4,2,1450,9148
10988,"201 Hull Ave, Newark, DE",19711,5/21/17,Price change,184985,4,2,1450,9148
10989,"201 Hull Ave, Newark, DE",19711,7/10/17,Price change,179985,4,2,1450,9148
10990,"201 Hull Ave, Newark, DE",19711,7/19/17,Listing removed,179985,4,2,1450,9148
10991,"201 Hull Ave, Newark, DE",19711,9/18/17,Sold,179985,4,2,1450,9148
11011,"203 Hull Ave, Newark, DE",19711,10/5/06,Sold,199900,3,2,1450,9147
11012,"203 Hull Ave, Newark, DE",19711,4/12/17,Listed for sale,145000,3,2,1450,9147
11013,"203 Hull Ave, Newark, DE",19711,5/24/17,Pending sale,145000,3,2,1450,9147
11014,"203 Hull Ave, Newark, DE",19711,6/15/17,Price change,182000,3,2,1450,9147
11015,"203 Hull Ave, Newark, DE",19711,9/12/17,Listing removed,182000,3,2,1450,9147
11016,"203 Hull Ave, Newark, DE",19711,11/7/17,Listed for sale,NA,3,2,1450,9147
11017,"203 Hull Ave, Newark, DE",19711,12/8/17,Sold,134680,3,2,1450,9147
11018,"203 Hull Ave, Newark, DE",19711,1/23/18,Sold,130000,3,2,1450,9147
11019,"203 Hull Ave, Newark, DE",19711,8/25/18,Price change,150000,3,2,1450,9147
11020,"203 Hull Ave, Newark, DE",19711,9/13/18,Price change,130000,3,2,1450,9147
11021,"203 Hull Ave, Newark, DE",19711,9/21/18,Listing removed,130000,3,2,1450,9147
11106,"2130 Carol Dr, Wilmington, DE",19808,9/25/17,Listed for sale,230000,3,2,1450,7405
11107,"2130 Carol Dr, Wilmington, DE",19808,11/6/17,Price change,225000,3,2,1450,7405
11108,"2130 Carol Dr, Wilmington, DE",19808,3/12/18,Listing removed,225000,3,2,1450,7405
11109,"2130 Carol Dr, Wilmington, DE",19808,4/12/18,Sold,225000,3,2,1450,7405
11122,"214 Kenmark Rd, Newark, DE",19713,2/16/17,Sold,119000,3,1.5,1450,7840
11123,"214 Kenmark Rd, Newark, DE",19713,5/18/17,Listed for sale,235000,3,1.5,1450,7840
11124,"214 Kenmark Rd, Newark, DE",19713,5/24/17,Listing removed,235000,3,1.5,1450,7840
11125,"214 Kenmark Rd, Newark, DE",19713,5/24/17,Pending sale,235000,3,1.5,1450,7840
11126,"214 Kenmark Rd, Newark, DE",19713,7/11/17,Sold,212000,3,1.5,1450,7840
11185,"225 Kenmark Rd, Newark, DE",19713,7/14/16,Listed for sale,225000,3,1.5,1450,7840
11186,"225 Kenmark Rd, Newark, DE",19713,8/4/16,Price change,198000,3,1.5,1450,7840
11187,"225 Kenmark Rd, Newark, DE",19713,9/1/16,Price change,190000,3,1.5,1450,7840
11188,"225 Kenmark Rd, Newark, DE",19713,9/26/16,Listing removed,190000,3,1.5,1450,7840
11189,"225 Kenmark Rd, Newark, DE",19713,11/28/16,Listed for sale,190000,3,1.5,1450,7840
11190,"225 Kenmark Rd, Newark, DE",19713,2/21/17,Listing removed,190000,3,1.5,1450,7840
11191,"225 Kenmark Rd, Newark, DE",19713,3/31/17,Sold,190000,3,1.5,1450,7840
11337,"3 Phelps Ln, Newark, DE",19711,6/19/08,Listed for sale,275000,4,2,1450,6534
11338,"3 Phelps Ln, Newark, DE",19711,8/8/08,Listing removed,275000,4,2,1450,6534
11339,"3 Phelps Ln, Newark, DE",19711,8/15/08,Sold,250000,4,2,1450,6534
11340,"3 Phelps Ln, Newark, DE",19711,4/25/18,Listed for sale,265000,4,2,1450,6534
11341,"3 Phelps Ln, Newark, DE",19711,5/4/18,Listing removed,265000,4,2,1450,6534
11342,"3 Phelps Ln, Newark, DE",19711,3/23/19,Listed for sale,270000,4,2,1450,6534
11343,"3 Phelps Ln, Newark, DE",19711,4/2/19,Pending sale,270000,4,2,1450,6534
11344,"3 Phelps Ln, Newark, DE",19711,4/30/19,Price change,2699000,4,2,1450,6534
11345,"3 Phelps Ln, Newark, DE",19711,5/7/19,Pending sale,269900,4,2,1450,6534
11346,"3 Phelps Ln, Newark, DE",19711,5/28/19,Sold,269900,4,2,1450,6534
11422,"309 Rosewood Dr, Newark, DE",19713,10/22/18,Listed for sale,194900,3,1,1450,10454
11423,"309 Rosewood Dr, Newark, DE",19713,3/13/19,Price change,192900,3,1,1450,10454
11424,"309 Rosewood Dr, Newark, DE",19713,3/25/19,Listing removed,197500,3,1,1450,10454
11425,"309 Rosewood Dr, Newark, DE",19713,3/25/19,Price change,197500,3,1,1450,10454
11426,"309 Rosewood Dr, Newark, DE",19713,5/10/19,Sold,197500,3,1,1450,10454
11569,"401 Rosewood Dr, Newark, DE",19713,3/3/17,Listed for sale,185000,3,1.5,1450,10018
11570,"401 Rosewood Dr, Newark, DE",19713,3/16/17,Listing removed,185000,3,1.5,1450,10018
11571,"401 Rosewood Dr, Newark, DE",19713,5/5/17,Sold,185000,3,1.5,1450,10018
11755,"50 Odaniel Ave, Newark, DE",19711,8/4/05,Sold,180000,4,2.5,1450,6534
11756,"50 Odaniel Ave, Newark, DE",19711,8/2/07,Sold,207000,4,2.5,1450,6534
11757,"50 Odaniel Ave, Newark, DE",19711,8/18/16,Sold,121000,4,2.5,1450,6534
11758,"50 Odaniel Ave, Newark, DE",19711,10/24/16,Listed for sale,224900,4,2.5,1450,6534
11759,"50 Odaniel Ave, Newark, DE",19711,11/30/16,Price change,214000,4,2.5,1450,6534
11760,"50 Odaniel Ave, Newark, DE",19711,1/7/17,Price change,209900,4,2.5,1450,6534
11761,"50 Odaniel Ave, Newark, DE",19711,2/2/17,Pending sale,209900,4,2.5,1450,6534
11762,"50 Odaniel Ave, Newark, DE",19711,2/7/17,Back on market,209900,4,2.5,1450,6534
11763,"50 Odaniel Ave, Newark, DE",19711,2/7/17,Pending sale,209900,4,2.5,1450,6534
11764,"50 Odaniel Ave, Newark, DE",19711,2/21/17,Listing removed,209900,4,2.5,1450,6534
11765,"50 Odaniel Ave, Newark, DE",19711,3/3/17,Sold,209900,4,2.5,1450,6534
11833,"515 Shue Dr, Newark, DE",19713,6/15/18,Sold,322500,3,1.5,1450,7840
11834,"515 Shue Dr, Newark, DE",19713,7/3/18,Listed for sale,130000,3,1.5,1450,7840
11835,"515 Shue Dr, Newark, DE",19713,7/10/18,Pending sale,130000,3,1.5,1450,7840
11836,"515 Shue Dr, Newark, DE",19713,8/15/18,Sold,147000,3,1.5,1450,7840
11837,"515 Shue Dr, Newark, DE",19713,11/19/18,Listed for sale,229900,3,1.5,1450,7840
11838,"515 Shue Dr, Newark, DE",19713,12/17/18,Pending sale,229900,3,1.5,1450,7840
11839,"515 Shue Dr, Newark, DE",19713,12/29/18,Listing removed,229900,3,1.5,1450,7840
11840,"515 Shue Dr, Newark, DE",19713,1/7/19,Sold,233000,3,1.5,1450,7840
12002,"619 Lisbeth Rd, Newark, DE",19713,4/28/16,Sold,101000,3,1.5,1450,6969
12003,"619 Lisbeth Rd, Newark, DE",19713,6/1/16,Listed for sale,205000,3,1.5,1450,6969
12004,"619 Lisbeth Rd, Newark, DE",19713,8/15/16,Listing removed,205000,3,1.5,1450,6969
12005,"619 Lisbeth Rd, Newark, DE",19713,9/15/16,Sold,205000,3,1.5,1450,6969
12220,"8 Connell Cir, Newark, DE",19711,9/1/17,Listed for sale,210000,4,2,1450,NA
12221,"8 Connell Cir, Newark, DE",19711,11/30/17,Listing removed,210000,4,2,1450,NA
12222,"8 Connell Cir, Newark, DE",19711,3/16/18,Listed for sale,185000,4,2,1450,NA
12223,"8 Connell Cir, Newark, DE",19711,5/15/18,Pending sale,185000,4,2,1450,NA
12224,"8 Connell Cir, Newark, DE",19711,6/27/18,Sold,167000,4,2,1450,NA
12225,"8 Connell Cir, Newark, DE",19711,10/6/18,Price change,220000,4,2,1450,NA
12226,"8 Connell Cir, Newark, DE",19711,10/30/18,Price change,150000,4,2,1450,NA
12227,"8 Connell Cir, Newark, DE",19711,11/30/18,Listing removed,150000,4,2,1450,NA
12561,"106 Anglin Dr, Newark, DE",19713,8/24/18,Listed for sale,209900,3,1.5,1450,7405
12562,"106 Anglin Dr, Newark, DE",19713,9/14/18,Listing removed,209900,3,1.5,1450,7405
12563,"106 Anglin Dr, Newark, DE",19713,10/31/18,Sold,205000,3,1.5,1450,7405
13201,"1419 Old Baltimore Pike, Newark, DE",19702,3/28/19,Sold,220000,3,1.5,1450,NA
13289,"1639 Old Baltimore Pike, Newark, DE",19702,11/3/16,Listed for sale,399900,3,1,1450,NA
13290,"1639 Old Baltimore Pike, Newark, DE",19702,11/14/16,Pending sale,399900,3,1,1450,NA
13291,"1639 Old Baltimore Pike, Newark, DE",19702,12/6/16,Listing removed,399900,3,1,1450,NA
13292,"1639 Old Baltimore Pike, Newark, DE",19702,1/6/17,Sold,380000,3,1,1450,NA
13867,"275 Peach Rd, Newark, DE",19711,9/13/05,Sold,215000,4,3,1450,NA
13868,"275 Peach Rd, Newark, DE",19711,2/7/08,Listed for sale,269900,4,3,1450,NA
13869,"275 Peach Rd, Newark, DE",19711,4/29/08,Price change,250000,4,3,1450,NA
