,Address,Zip,Date,Event,Price,Beds,Baths,SqrFt,LotSize
13870,"275 Peach Rd, Newark, DE",19711,5/29/08,Price change,240000,4,3,1450,NA
13871,"275 Peach Rd, Newark, DE",19711,6/2/08,Sold,240000,4,3,1450,NA
13872,"275 Peach Rd, Newark, DE",19711,11/7/18,Listed for sale,259900,4,3,1450,NA
13873,"275 Peach Rd, Newark, DE",19711,12/21/18,Listing removed,259900,4,3,1450,NA
13874,"275 Peach Rd, Newark, DE",19711,2/5/19,Sold,255000,4,3,1450,NA
14240,"384 Hobart Dr, Newark, DE",19713,9/29/17,Sold,215000,3,1.5,1450,7405
14799,"7 Rayborn Ct, Newark, DE",19702,12/31/01,Sold,120000,3,2,1450,10018
14800,"7 Rayborn Ct, Newark, DE",19702,2/23/07,Sold,198500,3,2,1450,10018
14801,"7 Rayborn Ct, Newark, DE",19702,5/14/18,Listed for sale,198500,3,2,1450,10018
14802,"7 Rayborn Ct, Newark, DE",19702,5/22/18,Price change,204900,3,2,1450,10018
14803,"7 Rayborn Ct, Newark, DE",19702,7/3/18,Listed for sale,219900,3,2,1450,10018
14804,"7 Rayborn Ct, Newark, DE",19702,7/12/18,Pending sale,219900,3,2,1450,10018
14805,"7 Rayborn Ct, Newark, DE",19702,7/17/18,Listing removed,219900,3,2,1450,10018
14806,"7 Rayborn Ct, Newark, DE",19702,8/24/18,Sold,217000,3,2,1450,10018
15965,"15 Westwind Ct, Newark, DE",19713,6/7/16,Listing removed,192000,3,1,1450,8276
15966,"15 Westwind Ct, Newark, DE",19713,6/8/16,Listed for sale,192000,3,1,1450,8276
15967,"15 Westwind Ct, Newark, DE",19713,7/11/16,Listing removed,192000,3,1,1450,8276
15968,"15 Westwind Ct, Newark, DE",19713,8/29/16,Sold,192000,3,1,1450,8276
16029,"16 Hawthorne Ave, Newark, DE",19711,2/12/18,Listed for sale,269900,3,2.5,1450,10018
16030,"16 Hawthorne Ave, Newark, DE",19711,2/20/18,Listing removed,269900,3,2.5,1450,10018
16031,"16 Hawthorne Ave, Newark, DE",19711,4/23/18,Sold,269000,3,2.5,1450,10018
16394,"216 Sleepy Hollow Ct, Newark, DE",19711,8/3/04,Sold,229900,2,3,1450,4356
16395,"216 Sleepy Hollow Ct, Newark, DE",19711,3/19/09,Listed for sale,238900,2,3,1450,4356
16396,"216 Sleepy Hollow Ct, Newark, DE",19711,3/31/09,Listing removed,238900,2,3,1450,4356
16397,"216 Sleepy Hollow Ct, Newark, DE",19711,5/27/09,Sold,232000,2,3,1450,4356
16398,"216 Sleepy Hollow Ct, Newark, DE",19711,3/21/14,Listed for sale,239900,2,3,1450,4356
16399,"216 Sleepy Hollow Ct, Newark, DE",19711,4/16/14,Listing removed,239900,2,3,1450,4356
16400,"216 Sleepy Hollow Ct, Newark, DE",19711,6/10/14,Sold,237500,2,3,1450,4356
16401,"216 Sleepy Hollow Ct, Newark, DE",19711,3/7/18,Listed for sale,250000,2,3,1450,4356
16402,"216 Sleepy Hollow Ct, Newark, DE",19711,3/12/18,Pending sale,250000,2,3,1450,4356
16403,"216 Sleepy Hollow Ct, Newark, DE",19711,3/17/18,Back on market,250000,2,3,1450,4356
16404,"216 Sleepy Hollow Ct, Newark, DE",19711,5/16/18,Pending sale,250000,2,3,1450,4356
16405,"216 Sleepy Hollow Ct, Newark, DE",19711,8/9/18,Sold,235000,2,3,1450,4356
16810,"3 Rayborn Ct, Newark, DE",19702,7/29/16,Listed for sale,215000,3,2,1450,9583
16811,"3 Rayborn Ct, Newark, DE",19702,7/30/16,Listing removed,215000,3,2,1450,9583
16812,"3 Rayborn Ct, Newark, DE",19702,9/1/16,Sold,2.00E+05,3,2,1450,9583
16849,"308 Pleasant Knoll Ct, Newark, DE",19711,9/18/10,Price change,2.00E+05,2,3,1450,4791
16850,"308 Pleasant Knoll Ct, Newark, DE",19711,10/16/10,Listing removed,2.00E+05,2,3,1450,4791
16851,"308 Pleasant Knoll Ct, Newark, DE",19711,11/24/10,Sold,2.00E+05,2,3,1450,4791
16852,"308 Pleasant Knoll Ct, Newark, DE",19711,11/7/12,Sold,197000,2,3,1450,4791
16853,"308 Pleasant Knoll Ct, Newark, DE",19711,2/19/18,Listed for sale,239900,2,3,1450,4791
16854,"308 Pleasant Knoll Ct, Newark, DE",19711,4/13/18,Pending sale,239900,2,3,1450,4791
16855,"308 Pleasant Knoll Ct, Newark, DE",19711,5/31/18,Sold,239900,2,3,1450,4791
16908,"310 Pleasant Knoll Ct, Newark, DE",19711,5/17/04,Sold,224900,2,2.5,1450,6534
16909,"310 Pleasant Knoll Ct, Newark, DE",19711,11/24/08,Sold,243000,2,2.5,1450,6534
16910,"310 Pleasant Knoll Ct, Newark, DE",19711,3/25/14,Listed for sale,229000,2,2.5,1450,6534
16911,"310 Pleasant Knoll Ct, Newark, DE",19711,5/1/14,Price change,224000,2,2.5,1450,6534
16912,"310 Pleasant Knoll Ct, Newark, DE",19711,6/3/14,Listing removed,224000,2,2.5,1450,6534
16913,"310 Pleasant Knoll Ct, Newark, DE",19711,7/21/14,Sold,224500,2,2.5,1450,6534
16914,"310 Pleasant Knoll Ct, Newark, DE",19711,3/1/18,Listed for sale,239900,2,2.5,1450,6534
16915,"310 Pleasant Knoll Ct, Newark, DE",19711,6/13/18,Listing removed,239900,2,2.5,1450,6534
16916,"310 Pleasant Knoll Ct, Newark, DE",19711,6/26/18,Sold,235000,2,2.5,1450,6534
16917,"312 Pleasant Knoll Ct, Newark, DE",19711,10/15/03,Sold,206000,2,2.5,1450,3484
16918,"312 Pleasant Knoll Ct, Newark, DE",19711,8/14/10,Listed for sale,244900,2,2.5,1450,3484
16919,"312 Pleasant Knoll Ct, Newark, DE",19711,9/28/10,Price change,237500,2,2.5,1450,3484
16920,"312 Pleasant Knoll Ct, Newark, DE",19711,11/4/10,Price change,235000,2,2.5,1450,3484
16921,"312 Pleasant Knoll Ct, Newark, DE",19711,1/20/11,Price change,232500,2,2.5,1450,3484
16922,"312 Pleasant Knoll Ct, Newark, DE",19711,3/3/11,Price change,229900,2,2.5,1450,3484
16923,"312 Pleasant Knoll Ct, Newark, DE",19711,4/11/11,Price change,219900,2,2.5,1450,3484
16924,"312 Pleasant Knoll Ct, Newark, DE",19711,5/12/11,Price change,215000,2,2.5,1450,3484
16925,"312 Pleasant Knoll Ct, Newark, DE",19711,6/11/11,Listing removed,150000,2,2.5,1450,3484
16926,"312 Pleasant Knoll Ct, Newark, DE",19711,4/7/14,Listing removed,140000,2,2.5,1450,3484
16927,"312 Pleasant Knoll Ct, Newark, DE",19711,6/24/15,Listing removed,140000,2,2.5,1450,3484
16928,"312 Pleasant Knoll Ct, Newark, DE",19711,8/13/16,Listed for sale,217500,2,2.5,1450,3484
16929,"312 Pleasant Knoll Ct, Newark, DE",19711,10/4/16,Price change,225000,2,2.5,1450,3484
16930,"312 Pleasant Knoll Ct, Newark, DE",19711,11/1/16,Price change,219900,2,2.5,1450,3484
16931,"312 Pleasant Knoll Ct, Newark, DE",19711,11/25/16,Price change,214900,2,2.5,1450,3484
16932,"312 Pleasant Knoll Ct, Newark, DE",19711,1/8/17,Listing removed,214900,2,2.5,1450,3484
16933,"312 Pleasant Knoll Ct, Newark, DE",19711,2/17/17,Sold,215000,2,2.5,1450,3484
16965,"32 Three Rivers Dr, Newark, DE",19702,7/3/07,Sold,199900,3,3,1450,5662
16966,"32 Three Rivers Dr, Newark, DE",19702,10/31/18,Listed for sale,194900,3,3,1450,5662
16967,"32 Three Rivers Dr, Newark, DE",19702,11/26/18,Listing removed,194900,3,3,1450,5662
16968,"32 Three Rivers Dr, Newark, DE",19702,1/15/19,Sold,199000,3,3,1450,5662
17422,"42 Three Rivers Dr, Newark, DE",19702,10/4/05,Sold,175000,3,2.5,1450,5662
17423,"42 Three Rivers Dr, Newark, DE",19702,8/1/07,Sold,199900,3,2.5,1450,5662
17424,"42 Three Rivers Dr, Newark, DE",19702,7/16/10,Listed for sale,189950,3,2.5,1450,5662
17425,"42 Three Rivers Dr, Newark, DE",19702,8/17/10,Price change,179900,3,2.5,1450,5662
17426,"42 Three Rivers Dr, Newark, DE",19702,9/5/10,Listing removed,179900,3,2.5,1450,5662
17427,"42 Three Rivers Dr, Newark, DE",19702,10/19/10,Sold,174900,3,2.5,1450,5662
17428,"42 Three Rivers Dr, Newark, DE",19702,3/4/16,Listed for sale,179900,3,2.5,1450,5662
17429,"42 Three Rivers Dr, Newark, DE",19702,3/14/16,Listing removed,179900,3,2.5,1450,5662
17430,"42 Three Rivers Dr, Newark, DE",19702,4/27/16,Sold,179000,3,2.5,1450,5662
17431,"42 Three Rivers Dr, Newark, DE",19702,6/10/17,Listed for sale,189900,3,2.5,1450,5662
17432,"42 Three Rivers Dr, Newark, DE",19702,7/3/17,Listing removed,189900,3,2.5,1450,5662
17433,"42 Three Rivers Dr, Newark, DE",19702,8/25/17,Sold,189000,3,2.5,1450,5662
17527,"48 Old Fence Ln, Newark, DE",19702,9/25/17,Listed for sale,255000,3,3,1450,7405
17528,"48 Old Fence Ln, Newark, DE",19702,10/3/17,Price change,239000,3,3,1450,7405
17529,"48 Old Fence Ln, Newark, DE",19702,2/23/18,Price change,229900,3,3,1450,7405
17530,"48 Old Fence Ln, Newark, DE",19702,3/7/18,Price change,215000,3,3,1450,7405
17531,"48 Old Fence Ln, Newark, DE",19702,3/26/18,Price change,205000,3,3,1450,7405
17532,"48 Old Fence Ln, Newark, DE",19702,3/29/18,Pending sale,205000,3,3,1450,7405
17533,"48 Old Fence Ln, Newark, DE",19702,3/29/18,Price change,215000,3,3,1450,7405
17534,"48 Old Fence Ln, Newark, DE",19702,5/16/18,Listing removed,205000,3,3,1450,7405
17535,"48 Old Fence Ln, Newark, DE",19702,5/21/18,Sold,2.00E+05,3,3,1450,7405
18620,"108 Mcmullen Cir, Bear, DE",19701,12/8/03,Sold,133000,3,1.5,1450,2178
18621,"108 Mcmullen Cir, Bear, DE",19701,3/28/06,Sold,949500,3,1.5,1450,2178
18622,"108 Mcmullen Cir, Bear, DE",19701,5/26/17,Listed for sale,165000,3,1.5,1450,2178
18623,"108 Mcmullen Cir, Bear, DE",19701,6/5/17,Pending sale,165000,3,1.5,1450,2178
18624,"108 Mcmullen Cir, Bear, DE",19701,6/21/17,Listing removed,165000,3,1.5,1450,2178
18625,"108 Mcmullen Cir, Bear, DE",19701,7/20/17,Sold,167000,3,1.5,1450,2178
19551,"21 S Merriment Dr, Newark, DE",19702,4/17/01,Sold,115900,3,2.5,1450,2613
19552,"21 S Merriment Dr, Newark, DE",19702,6/21/18,Listed for sale,179900,3,2.5,1450,2613
19553,"21 S Merriment Dr, Newark, DE",19702,6/29/18,Listing removed,179900,3,2.5,1450,2613
19554,"21 S Merriment Dr, Newark, DE",19702,8/24/18,Sold,167500,3,2.5,1450,2613
19555,"21 S Merriment Dr, Newark, DE",19702,9/24/18,Sold,167500,3,2.5,1450,2613
19724,"233 Jasmine Ln, Newark, DE",19702,3/31/04,Sold,159900,3,2,1450,2178
19725,"233 Jasmine Ln, Newark, DE",19702,6/22/13,Listed for sale,179900,3,2,1450,2178
19726,"233 Jasmine Ln, Newark, DE",19702,10/24/13,Listing removed,179900,3,2,1450,2178
19727,"233 Jasmine Ln, Newark, DE",19702,11/18/16,Listed for sale,189900,3,2,1450,2178
19728,"233 Jasmine Ln, Newark, DE",19702,12/28/16,Listing removed,189900,3,2,1450,2178
19729,"233 Jasmine Ln, Newark, DE",19702,3/1/17,Sold,187500,3,2,1450,2178
19744,"24 Highland Way, Newark, DE",19702,11/1/05,Sold,181500,3,1.5,1450,2178
19745,"24 Highland Way, Newark, DE",19702,8/5/08,Sold,179900,3,1.5,1450,2178
19746,"24 Highland Way, Newark, DE",19702,11/14/17,Listed for sale,134900,3,1.5,1450,2178
19747,"24 Highland Way, Newark, DE",19702,1/4/18,Price change,124900,3,1.5,1450,2178
19748,"24 Highland Way, Newark, DE",19702,3/25/18,Back on market,124900,3,1.5,1450,2178
19749,"24 Highland Way, Newark, DE",19702,3/25/18,Pending sale,124900,3,1.5,1450,2178
19750,"24 Highland Way, Newark, DE",19702,3/28/18,Pending sale,124900,3,1.5,1450,2178
19751,"24 Highland Way, Newark, DE",19702,5/21/18,Pending sale,124900,3,1.5,1450,2178
19752,"24 Highland Way, Newark, DE",19702,7/2/18,Listing removed,124900,3,1.5,1450,2178
19753,"24 Highland Way, Newark, DE",19702,8/3/18,Sold,124500,3,1.5,1450,2178
19754,"24 Highland Way, Newark, DE",19702,8/24/18,Price change,137500,3,1.5,1450,2178
19755,"24 Highland Way, Newark, DE",19702,9/20/18,Listing removed,137500,3,1.5,1450,2178
21808,"216 Bellwether Ct, Newark, DE",19702,3/16/01,Sold,549500,3,2,1450,2178
21809,"216 Bellwether Ct, Newark, DE",19702,1/27/04,Sold,140000,3,2,1450,2178
21810,"216 Bellwether Ct, Newark, DE",19702,4/18/13,Listing removed,130000,3,2,1450,2178
21811,"216 Bellwether Ct, Newark, DE",19702,1/18/19,Listed for sale,184900,3,2,1450,2178
21812,"216 Bellwether Ct, Newark, DE",19702,2/21/19,Pending sale,184900,3,2,1450,2178
21813,"216 Bellwether Ct, Newark, DE",19702,2/28/19,Sold,184900,3,2,1450,2178
22015,"24 Woodcrest Ct, Newark, DE",19702,9/26/13,Listing removed,173000,3,2.5,1450,2613
22016,"24 Woodcrest Ct, Newark, DE",19702,11/7/13,Sold,171000,3,2.5,1450,2613
22017,"24 Woodcrest Ct, Newark, DE",19702,6/27/16,Listed for sale,189900,3,2.5,1450,2613
22018,"24 Woodcrest Ct, Newark, DE",19702,7/1/16,Pending sale,189900,3,2.5,1450,2613
22019,"24 Woodcrest Ct, Newark, DE",19702,7/18/16,Listing removed,189900,3,2.5,1450,2613
22020,"24 Woodcrest Ct, Newark, DE",19702,8/19/16,Sold,189900,3,2.5,1450,2613
22088,"26 Woodcrest Ct, Newark, DE",19702,2/2/17,Listed for sale,175000,2,3,1450,2614
22089,"26 Woodcrest Ct, Newark, DE",19702,5/3/17,Listing removed,175000,2,3,1450,2614
22090,"26 Woodcrest Ct, Newark, DE",19702,12/16/18,Listed for sale,209900,2,3,1450,2614
22091,"26 Woodcrest Ct, Newark, DE",19702,12/31/18,Pending sale,209900,2,3,1450,2614
22092,"26 Woodcrest Ct, Newark, DE",19702,2/7/19,Sold,210000,2,3,1450,2614
22395,"36 Woodcrest Ct, Newark, DE",19702,4/8/03,Sold,150900,3,3,1450,2178
22396,"36 Woodcrest Ct, Newark, DE",19702,5/10/06,Sold,223000,3,3,1450,2178
22397,"36 Woodcrest Ct, Newark, DE",19702,3/15/19,Listed for sale,2229000,3,3,1450,2178
22398,"36 Woodcrest Ct, Newark, DE",19702,3/26/19,Price change,219900,3,3,1450,2178
22399,"36 Woodcrest Ct, Newark, DE",19702,4/10/19,Listing removed,219900,3,3,1450,2178
22400,"36 Woodcrest Ct, Newark, DE",19702,5/17/19,Sold,212500,3,3,1450,2178
10652,"125 Brennen Dr, Newark, DE",19713,7/31/17,Listed for sale,117500,3,1,1453,7840
10653,"125 Brennen Dr, Newark, DE",19713,8/22/17,Listing removed,117500,3,1,1453,7840
10654,"125 Brennen Dr, Newark, DE",19713,11/28/17,Listed for sale,196000,3,1,1453,7840
10655,"125 Brennen Dr, Newark, DE",19713,12/6/17,Listing removed,196000,3,1,1453,7840
10656,"125 Brennen Dr, Newark, DE",19713,12/29/17,Sold,196000,3,1,1453,7840
14587,"53 Queens Way, Newark, DE",19713,6/29/07,Sold,225000,4,1,1456,8276
14588,"53 Queens Way, Newark, DE",19713,4/19/17,Listed for sale,225000,4,1,1456,8276
14589,"53 Queens Way, Newark, DE",19713,5/10/17,Price change,219900,4,1,1456,8276
14590,"53 Queens Way, Newark, DE",19713,6/5/17,Price change,215000,4,1,1456,8276
14591,"53 Queens Way, Newark, DE",19713,6/26/17,Listing removed,215000,4,1,1456,8276
14592,"53 Queens Way, Newark, DE",19713,8/11/17,Sold,221000,4,1,1456,8276
12537,"104 Patricia Rd, Newark, DE",19713,10/27/17,Listed for sale,189900,3,1,1457,8276
12538,"104 Patricia Rd, Newark, DE",19713,12/1/17,Price change,184900,3,1,1457,8276
12539,"104 Patricia Rd, Newark, DE",19713,12/13/17,Listing removed,184900,3,1,1457,8276
12540,"104 Patricia Rd, Newark, DE",19713,12/28/17,Sold,182900,3,1,1457,8276
12541,"104 Patricia Rd, Newark, DE",19713,1/29/18,Sold,182900,3,1,1457,8276
12542,"104 Patricia Rd, Newark, DE",19713,10/31/18,Listed for sale,215000,3,1,1457,8276
12543,"104 Patricia Rd, Newark, DE",19713,1/4/19,Price change,207500,3,1,1457,8276
12544,"104 Patricia Rd, Newark, DE",19713,3/18/19,Pending sale,207500,3,1,1457,8276
12545,"104 Patricia Rd, Newark, DE",19713,4/26/19,Sold,164000,3,1,1457,8276
9437,"42 Matthews Rd, Newark, DE",19713,11/1/18,Sold,140000,3,2,1459,7840
9438,"42 Matthews Rd, Newark, DE",19713,3/7/19,Listed for sale,224900,3,2,1459,7840
9439,"42 Matthews Rd, Newark, DE",19713,3/28/19,Listing removed,224900,3,2,1459,7840
9440,"42 Matthews Rd, Newark, DE",19713,4/12/19,Sold,230000,3,2,1459,7840
19055,"13 W Richards Ln, Newark, DE",19711,1/18/17,Listing removed,127500,3,2.1,1470,2613
19056,"13 W Richards Ln, Newark, DE",19711,1/31/17,Listed for sale,195000,3,2.1,1470,2613
19057,"13 W Richards Ln, Newark, DE",19711,3/20/17,Price change,189999,3,2.1,1470,2613
19058,"13 W Richards Ln, Newark, DE",19711,4/21/17,Listing removed,189999,3,2.1,1470,2613
19059,"13 W Richards Ln, Newark, DE",19711,4/21/17,Pending sale,189999,3,2.1,1470,2613
19060,"13 W Richards Ln, Newark, DE",19711,5/24/17,Sold,185000,3,2.1,1470,2613
8293,"11 N Kingston Rd, Newark, DE",19713,7/30/04,Sold,160000,3,2,1475,NA
8294,"11 N Kingston Rd, Newark, DE",19713,8/15/06,Sold,210000,3,2,1475,NA
8295,"11 N Kingston Rd, Newark, DE",19713,10/31/16,Listed for sale,224000,3,2,1475,NA
8296,"11 N Kingston Rd, Newark, DE",19713,11/2/16,Price change,217999,3,2,1475,NA
8297,"11 N Kingston Rd, Newark, DE",19713,11/7/16,Price change,213999,3,2,1475,NA
8298,"11 N Kingston Rd, Newark, DE",19713,11/17/16,Listing removed,213999,3,2,1475,NA
8299,"11 N Kingston Rd, Newark, DE",19713,1/13/17,Sold,215900,3,2,1475,NA
8381,"13 Radnor Rd, Newark, DE",19713,7/20/04,Sold,171000,3,2,1475,8276
8382,"13 Radnor Rd, Newark, DE",19713,3/14/18,Listed for sale,209900,3,2,1475,8276
8383,"13 Radnor Rd, Newark, DE",19713,4/9/18,Price change,202000,3,2,1475,8276
8384,"13 Radnor Rd, Newark, DE",19713,5/1/18,Listing removed,202000,3,2,1475,8276
8385,"13 Radnor Rd, Newark, DE",19713,6/15/18,Sold,199000,3,2,1475,8276
8592,"16 Monterry Dr, Newark, DE",19713,9/25/12,Listed for sale,799000,3,1.5,1475,6969
8593,"16 Monterry Dr, Newark, DE",19713,9/27/12,Listing removed,799000,3,1.5,1475,6969
8594,"16 Monterry Dr, Newark, DE",19713,10/17/12,Sold,799000,3,1.5,1475,6969
8595,"16 Monterry Dr, Newark, DE",19713,1/3/13,Listed for sale,189900,3,1.5,1475,6969
8596,"16 Monterry Dr, Newark, DE",19713,1/9/13,Listing removed,189900,3,1.5,1475,6969
8597,"16 Monterry Dr, Newark, DE",19713,3/11/13,Sold,135000,3,1.5,1475,6969
8598,"16 Monterry Dr, Newark, DE",19713,6/1/16,Listed for sale,NA,3,1.5,1475,6969
8599,"16 Monterry Dr, Newark, DE",19713,7/6/16,Sold,158790,3,1.5,1475,6969
8600,"16 Monterry Dr, Newark, DE",19713,11/10/16,Sold,138500,3,1.5,1475,6969
8601,"16 Monterry Dr, Newark, DE",19713,3/3/17,Sold,202000,3,1.5,1475,6969
8642,"173 Brookside Blvd, Newark, DE",19713,1/15/08,Sold,173000,3,2,1475,9147
8643,"173 Brookside Blvd, Newark, DE",19713,10/8/11,Listed for sale,NA,3,2,1475,9147
8644,"173 Brookside Blvd, Newark, DE",19713,10/15/11,Price change,902000,3,2,1475,9147
8645,"173 Brookside Blvd, Newark, DE",19713,11/7/11,Sold,160968,3,2,1475,9147
8646,"173 Brookside Blvd, Newark, DE",19713,1/17/12,Sold,902000,3,2,1475,9147
8647,"173 Brookside Blvd, Newark, DE",19713,5/24/18,Listed for sale,219900,3,2,1475,9147
8648,"173 Brookside Blvd, Newark, DE",19713,5/30/18,Pending sale,219900,3,2,1475,9147
8649,"173 Brookside Blvd, Newark, DE",19713,7/9/18,Sold,220000,3,2,1475,9147
8770,"20 Mccord Dr, Newark, DE",19713,6/20/02,Sold,140000,4,1.5,1475,8276
8771,"20 Mccord Dr, Newark, DE",19713,10/23/08,Listed for sale,219900,4,1.5,1475,8276
8772,"20 Mccord Dr, Newark, DE",19713,3/6/09,Price change,199900,4,1.5,1475,8276
8773,"20 Mccord Dr, Newark, DE",19713,6/13/09,Price change,184999,4,1.5,1475,8276
8774,"20 Mccord Dr, Newark, DE",19713,6/26/09,Price change,194999,4,1.5,1475,8276
8775,"20 Mccord Dr, Newark, DE",19713,8/13/09,Listing removed,194999,4,1.5,1475,8276
8776,"20 Mccord Dr, Newark, DE",19713,6/22/10,Sold,193000,4,1.5,1475,8276
8777,"20 Mccord Dr, Newark, DE",19713,5/10/17,Listed for sale,209900,4,1.5,1475,8276
8778,"20 Mccord Dr, Newark, DE",19713,6/6/17,Price change,204900,4,1.5,1475,8276
8779,"20 Mccord Dr, Newark, DE",19713,7/2/17,Price change,199900,4,1.5,1475,8276
8780,"20 Mccord Dr, Newark, DE",19713,7/24/17,Back on market,199900,4,1.5,1475,8276
8781,"20 Mccord Dr, Newark, DE",19713,7/24/17,Pending sale,199900,4,1.5,1475,8276
8782,"20 Mccord Dr, Newark, DE",19713,7/25/17,Listing removed,199900,4,1.5,1475,8276
8783,"20 Mccord Dr, Newark, DE",19713,9/15/17,Sold,199900,4,1.5,1475,8276
8821,"21 Mccord Dr, Newark, DE",19713,4/26/17,Listed for sale,NA,3,2,1475,10018
8822,"21 Mccord Dr, Newark, DE",19713,7/24/17,Sold,NA,3,2,1475,10018
8823,"21 Mccord Dr, Newark, DE",19713,4/11/18,Sold,229900,3,2,1475,10018
8935,"23 Mccord Dr, Newark, DE",19713,3/29/18,Sold,145000,3,1.5,1475,9147
9053,"25 E Stephen Dr, Newark, DE",19713,8/24/08,Listed for sale,214900,4,2,1475,9147
9054,"25 E Stephen Dr, Newark, DE",19713,9/24/08,Price change,209900,4,2,1475,9147
9055,"25 E Stephen Dr, Newark, DE",19713,10/27/08,Price change,204900,4,2,1475,9147
9056,"25 E Stephen Dr, Newark, DE",19713,12/13/08,Price change,194900,4,2,1475,9147
9057,"25 E Stephen Dr, Newark, DE",19713,1/20/09,Price change,189900,4,2,1475,9147
9058,"25 E Stephen Dr, Newark, DE",19713,4/9/09,Price change,184900,4,2,1475,9147
9059,"25 E Stephen Dr, Newark, DE",19713,6/20/09,Price change,189900,4,2,1475,9147
9060,"25 E Stephen Dr, Newark, DE",19713,6/27/09,Listing removed,189900,4,2,1475,9147
9061,"25 E Stephen Dr, Newark, DE",19713,12/17/09,Sold,175000,4,2,1475,9147
9062,"25 E Stephen Dr, Newark, DE",19713,11/11/16,Listed for sale,229000,4,2,1475,9147
9063,"25 E Stephen Dr, Newark, DE",19713,12/1/16,Price change,225000,4,2,1475,9147
9064,"25 E Stephen Dr, Newark, DE",19713,12/11/16,Listing removed,225000,4,2,1475,9147
9065,"25 E Stephen Dr, Newark, DE",19713,7/18/18,Listed for sale,219900,4,2,1475,9147
9066,"25 E Stephen Dr, Newark, DE",19713,8/31/18,Sold,219900,4,2,1475,9147
9175,"28 Malvern Rd, Newark, DE",19713,9/8/17,Sold,112000,4,2,1475,8712
9176,"28 Malvern Rd, Newark, DE",19713,1/29/18,Listed for sale,224900,4,2,1475,8712
9177,"28 Malvern Rd, Newark, DE",19713,2/10/18,Pending sale,224900,4,2,1475,8712
9178,"28 Malvern Rd, Newark, DE",19713,3/23/18,Sold,224000,4,2,1475,8712
9236,"30 Malvina Ln, Newark, DE",19713,11/30/18,Sold,100,4,1.5,1475,8712
9237,"30 Malvina Ln, Newark, DE",19713,3/20/19,Listed for sale,234900,4,1.5,1475,8712
9238,"30 Malvina Ln, Newark, DE",19713,4/30/19,Sold,234900,4,1.5,1475,8712
9394,"4 Mccord Dr, Newark, DE",19713,12/15/16,Listed for sale,204900,3,1.5,1475,8276
9395,"4 Mccord Dr, Newark, DE",19713,1/11/17,Listing removed,204900,3,1.5,1475,8276
9396,"4 Mccord Dr, Newark, DE",19713,3/22/17,Sold,204000,3,1.5,1475,8276
9840,"710 New London Rd, Newark, DE",19711,3/29/19,Sold,150000,3,1,1475,9147
9841,"714 E Chestnut Hill Rd, Newark, DE",19713,12/18/06,Sold,155000,3,1.5,1475,7840
9842,"714 E Chestnut Hill Rd, Newark, DE",19713,5/6/11,Sold,850000,3,1.5,1475,7840
9843,"714 E Chestnut Hill Rd, Newark, DE",19713,4/4/12,Sold,899000,3,1.5,1475,7840
9844,"714 E Chestnut Hill Rd, Newark, DE",19713,9/14/17,Listed for sale,2.00E+05,3,1.5,1475,7840
9845,"714 E Chestnut Hill Rd, Newark, DE",19713,10/16/17,Price change,192500,3,1.5,1475,7840
9846,"714 E Chestnut Hill Rd, Newark, DE",19713,11/17/17,Price change,1924950,3,1.5,1475,7840
9847,"714 E Chestnut Hill Rd, Newark, DE",19713,11/28/17,Price change,185000,3,1.5,1475,7840
