"","X","Address","Zip","Date","Event","Price","Beds","Baths","SqrFt","LotSize"
"267",17475,"441 Barley Dr, Newark, DE",19702,"2/21/18","Listing removed",139488,2,1.5,"925",2178
"268",17476,"441 Barley Dr, Newark, DE",19702,"3/19/18","Sold",132000,2,1.5,"925",2178
"269",18105,"7 Lute Ct, Newark, DE",19713,"9/17/04","Sold",135000,2,1,"925",6969
"270",18106,"7 Lute Ct, Newark, DE",19713,"10/1/15","Listed for sale",155000,2,1,"925",6969
"271",18107,"7 Lute Ct, Newark, DE",19713,"10/29/15","Listing removed",155000,2,1,"925",6969
"272",18108,"7 Lute Ct, Newark, DE",19713,"3/30/16","Listed for sale",149900,2,1,"925",6969
"273",18109,"7 Lute Ct, Newark, DE",19713,"11/18/16","Sold",149900,2,1,"925",6969
"274",18110,"7 Lute Ct, Newark, DE",19713,"5/12/17","Listed for sale",169900,2,1,"925",6969
"275",18111,"7 Lute Ct, Newark, DE",19713,"5/18/17","Listing removed",169900,2,1,"925",6969
"276",14229,"3801 Golf View Dr, Newark, DE",19702,"2/18/04","Sold",101900,2,2,"948",3484
"277",14230,"3801 Golf View Dr, Newark, DE",19702,"10/23/06","Sold",734500,2,2,"948",3484
"278",14232,"3801 Golf View Dr, Newark, DE",19702,"9/13/18","Listing removed",759730,2,2,"948",3484
"279",14233,"3801 Golf View Dr, Newark, DE",19702,"1/7/19","Listed for sale",144900,2,2,"948",3484
"280",14234,"3801 Golf View Dr, Newark, DE",19702,"1/16/19","Sold",740000,2,2,"948",3484
"281",14235,"3801 Golf View Dr, Newark, DE",19702,"5/20/19","Sold",143700,2,2,"948",3484
"282",8946,"23 W Clairmont Dr, Newark, DE",19702,"5/17/05","Sold",154000,3,1,"950",10018
"283",8947,"23 W Clairmont Dr, Newark, DE",19702,"12/16/07","Listed for sale",197500,3,1,"950",10018
"284",8948,"23 W Clairmont Dr, Newark, DE",19702,"1/23/08","Price change",194900,3,1,"950",10018
"285",8949,"23 W Clairmont Dr, Newark, DE",19702,"12/23/08","Listing removed",173900,3,1,"950",10018
"286",8950,"23 W Clairmont Dr, Newark, DE",19702,"10/25/11","Sold",181797,3,1,"950",10018
"287",8952,"23 W Clairmont Dr, Newark, DE",19702,"1/4/12","Price change",955000,3,1,"950",10018
"288",8953,"23 W Clairmont Dr, Newark, DE",19702,"2/4/12","Price change",890000,3,1,"950",10018
"289",8954,"23 W Clairmont Dr, Newark, DE",19702,"2/23/12","Listing removed",890000,3,1,"950",10018
"290",8955,"23 W Clairmont Dr, Newark, DE",19702,"5/31/12","Sold",730000,3,1,"950",10018
"291",8956,"23 W Clairmont Dr, Newark, DE",19702,"11/10/12","Listed for sale",179900,3,1,"950",10018
"292",8957,"23 W Clairmont Dr, Newark, DE",19702,"12/7/12","Price change",164900,3,1,"950",10018
"293",8958,"23 W Clairmont Dr, Newark, DE",19702,"1/19/13","Listing removed",164900,3,1,"950",10018
"294",8959,"23 W Clairmont Dr, Newark, DE",19702,"3/5/13","Sold",990000,3,1,"950",10018
"295",8960,"23 W Clairmont Dr, Newark, DE",19702,"9/23/16","Listed for sale",189900,3,1,"950",10018
"296",8961,"23 W Clairmont Dr, Newark, DE",19702,"11/6/16","Price change",184900,3,1,"950",10018
"297",8962,"23 W Clairmont Dr, Newark, DE",19702,"11/28/16","Listing removed",184900,3,1,"950",10018
"298",8963,"23 W Clairmont Dr, Newark, DE",19702,"1/26/17","Listed for sale",184900,3,1,"950",10018
"299",8964,"23 W Clairmont Dr, Newark, DE",19702,"4/3/17","Pending sale",184900,3,1,"950",10018
"300",8965,"23 W Clairmont Dr, Newark, DE",19702,"4/13/17","Listing removed",184900,3,1,"950",10018
"301",8966,"23 W Clairmont Dr, Newark, DE",19702,"5/1/17","Sold",177000,3,1,"950",10018
"302",8967,"23 W Clairmont Dr, Newark, DE",19702,"5/24/18","Listed for sale",187900,3,1,"950",10018
"303",8968,"23 W Clairmont Dr, Newark, DE",19702,"6/1/18","Listing removed",187900,3,1,"950",10018
"304",9390,"4 Croyden Rd, Newark, DE",19702,"8/28/17","Listed for sale",175000,3,1,"950",10019
"305",9391,"4 Croyden Rd, Newark, DE",19702,"9/16/17","Price change",170000,3,1,"950",10019
"306",9392,"4 Croyden Rd, Newark, DE",19702,"9/21/17","Pending sale",170000,3,1,"950",10019
"307",9393,"4 Croyden Rd, Newark, DE",19702,"11/8/17","Sold",172500,3,1,"950",10019
"308",10401,"111 Flintlock Rd, Newark, DE",19713,"6/15/18","Listed for sale",179500,3,1,"950",7840
"309",10402,"111 Flintlock Rd, Newark, DE",19713,"6/28/18","Listing removed",179500,3,1,"950",7840
"310",10403,"111 Flintlock Rd, Newark, DE",19713,"7/31/18","Sold",179500,3,1,"950",7840
"311",12306,"805 Birchwood Dr, Newark, DE",19713,"11/10/15","Listed for sale",139900,3,1,"950",8712
"312",12307,"805 Birchwood Dr, Newark, DE",19713,"11/24/15","Listing removed",139900,3,1,"950",8712
"313",12308,"805 Birchwood Dr, Newark, DE",19713,"11/30/15","Sold",130000,3,1,"950",8712
"314",12309,"805 Birchwood Dr, Newark, DE",19713,"3/7/16","Listed for sale",196000,3,1,"950",8712
"315",12310,"805 Birchwood Dr, Newark, DE",19713,"3/11/16","Price change",195500,3,1,"950",8712
"316",12311,"805 Birchwood Dr, Newark, DE",19713,"4/15/16","Price change",194500,3,1,"950",8712
"317",12312,"805 Birchwood Dr, Newark, DE",19713,"5/7/16","Price change",189900,3,1,"950",8712
"318",12313,"805 Birchwood Dr, Newark, DE",19713,"6/8/16","Price change",184900,3,1,"950",8712
"319",12314,"805 Birchwood Dr, Newark, DE",19713,"7/1/16","Price change",184000,3,1,"950",8712
"320",12315,"805 Birchwood Dr, Newark, DE",19713,"7/30/16","Listing removed",184000,3,1,"950",8712
"321",12316,"805 Birchwood Dr, Newark, DE",19713,"8/12/16","Sold",183000,3,1,"950",8712
"322",14211,"38 Corbit St, Newark, DE",19711,"7/23/18","Listed for sale",165000,3,2,"950",6098
"323",14212,"38 Corbit St, Newark, DE",19711,"8/6/18","Pending sale",165000,3,2,"950",6098
"324",14213,"38 Corbit St, Newark, DE",19711,"9/21/18","Listing removed",165000,3,2,"950",6098
"325",14214,"38 Corbit St, Newark, DE",19711,"9/21/18","Sold",120000,3,2,"950",6098
"326",15515,"11 Donaldson Dr, Newark, DE",19713,"10/18/04","Sold",175000,4,2,"950",8276
"327",15516,"11 Donaldson Dr, Newark, DE",19713,"10/21/16","Listed for sale",129000,4,2,"950",8276
"328",15517,"11 Donaldson Dr, Newark, DE",19713,"11/24/16","Listing removed",129000,4,2,"950",8276
"329",15518,"11 Donaldson Dr, Newark, DE",19713,"12/28/16","Sold",119000,4,2,"950",8276
"330",15519,"11 Donaldson Dr, Newark, DE",19713,"3/27/17","Listed for sale",209900,4,2,"950",8276
"331",15520,"11 Donaldson Dr, Newark, DE",19713,"3/27/17","Pending sale",209900,4,2,"950",8276
"332",15521,"11 Donaldson Dr, Newark, DE",19713,"4/18/17","Listing removed",209900,4,2,"950",8276
"333",15522,"11 Donaldson Dr, Newark, DE",19713,"5/11/17","Sold",209900,4,2,"950",8276
"334",15785,"13 Leader Dr, Newark, DE",19713,"9/6/02","Sold",138000,4,2.5,"950",6969
"335",15786,"13 Leader Dr, Newark, DE",19713,"2/12/07","Sold",112500,4,2.5,"950",6969
"336",15787,"13 Leader Dr, Newark, DE",19713,"7/17/14","Listing removed",140000,4,2.5,"950",6969
"337",15788,"13 Leader Dr, Newark, DE",19713,"6/14/15","Listed for sale",2e+05,4,2.5,"950",6969
"338",15789,"13 Leader Dr, Newark, DE",19713,"8/1/16","Listing removed",2e+05,4,2.5,"950",6969
"339",15790,"13 Leader Dr, Newark, DE",19713,"9/22/16","Sold",190000,4,2.5,"950",6969
"340",16361,"21 Donaldson Dr, Newark, DE",19713,"11/2/18","Listed for sale",216900,4,2,"950",7840
"341",16362,"21 Donaldson Dr, Newark, DE",19713,"11/12/18","Pending sale",216900,4,2,"950",7840
"342",16363,"21 Donaldson Dr, Newark, DE",19713,"12/17/18","Sold",220000,4,2,"950",7840
"343",16475,"23 Gogh Cir, Newark, DE",19702,"7/31/02","Sold",107000,2,1,"950",6969
"344",16476,"23 Gogh Cir, Newark, DE",19702,"8/12/05","Sold",625000,2,1,"950",6969
"345",16477,"23 Gogh Cir, Newark, DE",19702,"9/12/16","Listed for sale",160000,2,1,"950",6969
"346",16478,"23 Gogh Cir, Newark, DE",19702,"10/19/16","Price change",155000,2,1,"950",6969
"347",16479,"23 Gogh Cir, Newark, DE",19702,"11/7/16","Price change",147000,2,1,"950",6969
"348",16480,"23 Gogh Cir, Newark, DE",19702,"1/19/17","Price change",139000,2,1,"950",6969
"349",16481,"23 Gogh Cir, Newark, DE",19702,"3/16/17","Pending sale",139000,2,1,"950",6969
"350",16482,"23 Gogh Cir, Newark, DE",19702,"4/29/17","Listing removed",139000,2,1,"950",6969
"351",16483,"23 Gogh Cir, Newark, DE",19702,"5/4/17","Sold",143000,2,1,"950",6969
"352",17001,"328 Barley Dr, Newark, DE",19702,"9/8/05","Sold",153700,2,1.5,"950",2613
"353",17002,"328 Barley Dr, Newark, DE",19702,"2/4/11","Listed for sale",163500,2,1.5,"950",2613
"354",17003,"328 Barley Dr, Newark, DE",19702,"4/7/11","Price change",162990,2,1.5,"950",2613
"355",17004,"328 Barley Dr, Newark, DE",19702,"7/1/11","Listing removed",162990,2,1.5,"950",2613
"356",17005,"328 Barley Dr, Newark, DE",19702,"7/21/16","Listed for sale",155000,2,1.5,"950",2613
"357",17006,"328 Barley Dr, Newark, DE",19702,"8/22/16","Listing removed",155000,2,1.5,"950",2613
"358",17007,"328 Barley Dr, Newark, DE",19702,"10/4/16","Sold",150000,2,1.5,"950",2613
"359",17059,"34 Leader Dr, Newark, DE",19713,"4/27/17","Listed for sale",184000,3,2,"950",7840
"360",17060,"34 Leader Dr, Newark, DE",19713,"4/30/17","Pending sale",190000,3,2,"950",7840
"361",17061,"34 Leader Dr, Newark, DE",19713,"5/30/17","Back on market",190000,3,2,"950",7840
"362",17062,"34 Leader Dr, Newark, DE",19713,"6/12/17","Price change",185000,3,2,"950",7840
"363",17063,"34 Leader Dr, Newark, DE",19713,"6/18/17","Pending sale",185000,3,2,"950",7840
"364",17064,"34 Leader Dr, Newark, DE",19713,"6/30/17","Back on market",185000,3,2,"950",7840
"365",17065,"34 Leader Dr, Newark, DE",19713,"8/14/17","Price change",182500,3,2,"950",7840
"366",17066,"34 Leader Dr, Newark, DE",19713,"8/20/17","Pending sale",182500,3,2,"950",7840
"367",17067,"34 Leader Dr, Newark, DE",19713,"10/20/17","Sold",180000,3,2,"950",7840
"368",17193,"4 Goya Pl, Newark, DE",19702,"1/3/03","Sold",125900,3,1,"950",6534
"369",17194,"4 Goya Pl, Newark, DE",19702,"5/10/05","Sold",147500,3,1,"950",6534
"370",17195,"4 Goya Pl, Newark, DE",19702,"10/4/16","Listed for sale",163000,3,1,"950",6534
"371",17196,"4 Goya Pl, Newark, DE",19702,"12/8/16","Listing removed",163000,3,1,"950",6534
"372",17197,"4 Goya Pl, Newark, DE",19702,"1/20/17","Sold",162000,3,1,"950",6534
"373",17268,"405 Barley Dr, Newark, DE",19702,"8/29/13","Listed for sale",149900,2,2,"950",2178
"374",17269,"405 Barley Dr, Newark, DE",19702,"9/12/13","Listing removed",149900,2,2,"950",2178
"375",17270,"405 Barley Dr, Newark, DE",19702,"9/30/13","Sold",148000,2,2,"950",2178
"376",17271,"405 Barley Dr, Newark, DE",19702,"6/16/18","Listed for sale",158000,2,2,"950",2178
"377",17272,"405 Barley Dr, Newark, DE",19702,"6/22/18","Pending sale",158000,2,2,"950",2178
"378",17273,"405 Barley Dr, Newark, DE",19702,"7/20/18","Sold",156500,2,2,"950",2178
"379",17355,"415 Barley Dr, Newark, DE",19702,"7/28/06","Sold",154000,2,2,"950",3920
"380",17356,"415 Barley Dr, Newark, DE",19702,"8/21/17","Sold",150000,2,2,"950",3920
"381",17357,"415 Barley Dr, Newark, DE",19702,"9/15/17","Listed for sale",154900,2,2,"950",3920
"382",17358,"415 Barley Dr, Newark, DE",19702,"9/15/17","Price change",155900,2,2,"950",3920
"383",17359,"415 Barley Dr, Newark, DE",19702,"12/5/17","Pending sale",155900,2,2,"950",3920
"384",17360,"415 Barley Dr, Newark, DE",19702,"12/6/17","Back on market",155900,2,2,"950",3920
"385",17361,"415 Barley Dr, Newark, DE",19702,"12/11/17","Listing removed",155900,2,2,"950",3920
"386",17716,"501 Sparrow Ct, Newark, DE",19702,"10/7/11","Price change",149900,2,1.5,"950",6534
"387",17717,"501 Sparrow Ct, Newark, DE",19702,"12/1/11","Listing removed",149900,2,1.5,"950",6534
"388",17718,"501 Sparrow Ct, Newark, DE",19702,"9/9/16","Listed for sale",149900,2,1.5,"950",6534
"389",17719,"501 Sparrow Ct, Newark, DE",19702,"10/17/16","Price change",146900,2,1.5,"950",6534
"390",17720,"501 Sparrow Ct, Newark, DE",19702,"11/10/16","Price change",143900,2,1.5,"950",6534
"391",17721,"501 Sparrow Ct, Newark, DE",19702,"11/29/16","Price change",139900,2,1.5,"950",6534
"392",17722,"501 Sparrow Ct, Newark, DE",19702,"5/4/17","Price change",144900,2,1.5,"950",6534
"393",17723,"501 Sparrow Ct, Newark, DE",19702,"8/23/17","Price change",141900,2,1.5,"950",6534
"394",17724,"501 Sparrow Ct, Newark, DE",19702,"9/14/17","Listing removed",141900,2,1.5,"950",6534
"395",17725,"501 Sparrow Ct, Newark, DE",19702,"9/14/17","Pending sale",141900,2,1.5,"950",6534
"396",17726,"501 Sparrow Ct, Newark, DE",19702,"11/3/17","Sold",229167,2,1.5,"950",6534
"397",18091,"7 Goya Pl, Newark, DE",19702,"12/1/03","Sold",124900,2,1,"950",6534
"398",18092,"7 Goya Pl, Newark, DE",19702,"6/21/16","Listed for sale",164900,2,1,"950",6534
"399",18093,"7 Goya Pl, Newark, DE",19702,"10/3/16","Listing removed",164900,2,1,"950",6534
"400",18094,"7 Goya Pl, Newark, DE",19702,"12/20/16","Listed for sale",164900,2,1,"950",6534
"401",18095,"7 Goya Pl, Newark, DE",19702,"1/25/17","Price change",159900,2,1,"950",6534
"402",18096,"7 Goya Pl, Newark, DE",19702,"4/6/17","Price change",145000,2,1,"950",6534
"403",18097,"7 Goya Pl, Newark, DE",19702,"4/14/17","Listing removed",145000,2,1,"950",6534
"404",18098,"7 Goya Pl, Newark, DE",19702,"7/6/17","Sold",145000,2,1,"950",6534
"405",18212,"8 Renoir Ter, Newark, DE",19702,"7/26/16","Listed for sale",165000,2,1,"950",7840
"406",18213,"8 Renoir Ter, Newark, DE",19702,"8/8/16","Listing removed",165000,2,1,"950",7840
"407",18214,"8 Renoir Ter, Newark, DE",19702,"9/26/16","Sold",165000,2,1,"950",7840
"408",15426,"101 W Shady Dr, Newark, DE",19713,"10/2/16","Listed for sale",160000,2,1,"975",8276
"409",15427,"101 W Shady Dr, Newark, DE",19713,"10/28/16","Listing removed",160000,2,1,"975",8276
"410",15428,"101 W Shady Dr, Newark, DE",19713,"11/21/16","Sold",160000,2,1,"975",8276
"411",16101,"17 Westwind Ct, Newark, DE",19713,"11/27/01","Sold",112000,3,1,"975",6969
"412",16102,"17 Westwind Ct, Newark, DE",19713,"1/24/06","Sold",162000,3,1,"975",6969
"413",16103,"17 Westwind Ct, Newark, DE",19713,"3/14/18","Listed for sale",179000,3,1,"975",6969
"414",16104,"17 Westwind Ct, Newark, DE",19713,"4/25/18","Price change",173500,3,1,"975",6969
"415",16105,"17 Westwind Ct, Newark, DE",19713,"5/18/18","Price change",169500,3,1,"975",6969
"416",16106,"17 Westwind Ct, Newark, DE",19713,"6/21/18","Listing removed",169500,3,1,"975",6969
"417",16107,"17 Westwind Ct, Newark, DE",19713,"7/25/18","Sold",172000,3,1,"975",6969
"418",16973,"321 Barley Dr, Newark, DE",19702,"6/30/03","Sold",574930,2,1.5,"975",1742
"419",16974,"321 Barley Dr, Newark, DE",19702,"6/14/16","Listed for sale",140000,2,1.5,"975",1742
"420",16975,"321 Barley Dr, Newark, DE",19702,"9/7/16","Price change",135000,2,1.5,"975",1742
"421",16976,"321 Barley Dr, Newark, DE",19702,"10/13/16","Sold",136000,2,1.5,"975",1742
"422",17027,"330 Barley Dr, Newark, DE",19702,"3/31/03","Sold",113900,2,2,"975",4791
"423",17028,"330 Barley Dr, Newark, DE",19702,"12/5/09","Listed for sale",161500,2,2,"975",4791
"424",17029,"330 Barley Dr, Newark, DE",19702,"2/19/10","Price change",159900,2,2,"975",4791
"425",17030,"330 Barley Dr, Newark, DE",19702,"5/7/10","Price change",157900,2,2,"975",4791
"426",17031,"330 Barley Dr, Newark, DE",19702,"6/17/10","Listing removed",157900,2,2,"975",4791
"427",17032,"330 Barley Dr, Newark, DE",19702,"8/30/10","Sold",158900,2,2,"975",4791
"428",17033,"330 Barley Dr, Newark, DE",19702,"1/28/16","Listed for sale",158000,2,2,"975",4791
"429",17034,"330 Barley Dr, Newark, DE",19702,"2/2/16","Price change",155000,2,2,"975",4791
"430",17035,"330 Barley Dr, Newark, DE",19702,"2/11/16","Price change",154500,2,2,"975",4791
"431",17036,"330 Barley Dr, Newark, DE",19702,"2/23/16","Price change",151500,2,2,"975",4791
"432",17037,"330 Barley Dr, Newark, DE",19702,"3/7/16","Price change",150000,2,2,"975",4791
"433",17038,"330 Barley Dr, Newark, DE",19702,"4/11/16","Listing removed",150000,2,2,"975",4791
"434",17039,"330 Barley Dr, Newark, DE",19702,"11/17/16","Listed for sale",160000,2,2,"975",4791
"435",17040,"330 Barley Dr, Newark, DE",19702,"2/2/17","Pending sale",160000,2,2,"975",4791
"436",17041,"330 Barley Dr, Newark, DE",19702,"3/14/17","Listing removed",160000,2,2,"975",4791
"437",17042,"330 Barley Dr, Newark, DE",19702,"3/16/17","Sold",155500,2,2,"975",4791
"438",17055,"333 Barley Dr, Newark, DE",19702,"2/28/17","Listed for sale",142000,2,1.5,"975",3049
"439",17056,"333 Barley Dr, Newark, DE",19702,"3/6/17","Pending sale",144500,2,1.5,"975",3049
"440",17057,"333 Barley Dr, Newark, DE",19702,"3/23/17","Listing removed",144500,2,1.5,"975",3049
"441",17058,"333 Barley Dr, Newark, DE",19702,"4/13/17","Sold",144500,2,1.5,"975",3049
"442",17135,"37 E Shady Dr, Newark, DE",19713,"6/25/03","Sold",123000,2,1,"975",6969
"443",17136,"37 E Shady Dr, Newark, DE",19713,"8/2/16","Listed for sale",159900,2,1,"975",6969
"444",17137,"37 E Shady Dr, Newark, DE",19713,"9/1/16","Price change",157900,2,1,"975",6969
"445",17138,"37 E Shady Dr, Newark, DE",19713,"9/30/16","Listing removed",157900,2,1,"975",6969
"446",17139,"37 E Shady Dr, Newark, DE",19713,"11/10/16","Sold",154650,2,1,"975",6969
"447",17231,"4 Westwind Ct, Newark, DE",19713,"12/26/06","Sold",184000,2,1,"975",7840
"448",17232,"4 Westwind Ct, Newark, DE",19713,"2/6/13","Listing removed",125000,2,1,"975",7840
"449",17233,"4 Westwind Ct, Newark, DE",19713,"3/25/19","Sold",179895,2,1,"975",7840
"450",17265,"401 Woodmill Ct, Newark, DE",19702,"4/12/18","Listed for sale",137500,2,2,"975",6534
"451",17266,"401 Woodmill Ct, Newark, DE",19702,"4/20/18","Listing removed",137500,2,2,"975",6534
"452",17267,"401 Woodmill Ct, Newark, DE",19702,"5/24/18","Sold",140000,2,2,"975",6534
"453",18601,"106 Diminish Dr, Newark, DE",19713,"7/26/18","Listed for sale",150000,2,1,"975",6534
"454",18602,"106 Diminish Dr, Newark, DE",19713,"8/3/18","Pending sale",150000,2,1,"975",6534
"455",18603,"106 Diminish Dr, Newark, DE",19713,"9/12/18","Sold",150000,2,1,"975",6534
"456",9403,"404 Capitol Trl, Newark, DE",19711,"10/21/16","Listed for sale",134900,2,1,"976",10018
"457",9404,"404 Capitol Trl, Newark, DE",19711,"11/2/16","Listing removed",134900,2,1,"976",10018
"458",9405,"404 Capitol Trl, Newark, DE",19711,"12/19/16","Sold",134900,2,1,"976",10018
"459",9406,"404 Capitol Trl, Newark, DE",19711,"11/18/18","Listed for sale",155000,2,1,"976",10018
"460",9407,"404 Capitol Trl, Newark, DE",19711,"11/30/18","Price change",150000,2,1,"976",10018
"461",9408,"404 Capitol Trl, Newark, DE",19711,"1/23/19","Listing removed",150000,2,1,"976",10018
"462",17125,"369 Barley Dr, Newark, DE",19702,"7/23/01","Sold",920000,2,2,"992",4791
"463",17126,"369 Barley Dr, Newark, DE",19702,"9/26/11","Sold",159000,2,2,"992",4791
"464",17128,"369 Barley Dr, Newark, DE",19702,"9/19/17","Listing removed",103694,2,2,"992",4791
"465",17129,"369 Barley Dr, Newark, DE",19702,"10/6/17","Sold",193276,2,2,"992",4791
"466",17130,"369 Barley Dr, Newark, DE",19702,"11/2/17","Listed for sale",103694,2,2,"992",4791
"467",17131,"369 Barley Dr, Newark, DE",19702,"11/18/17","Listing removed",104307,2,2,"992",4791
"468",17132,"369 Barley Dr, Newark, DE",19702,"4/27/18","Listed for sale",159900,2,2,"992",4791
"469",17133,"369 Barley Dr, Newark, DE",19702,"6/4/18","Listing removed",159900,2,2,"992",4791
"470",17134,"369 Barley Dr, Newark, DE",19702,"6/15/18","Sold",157500,2,2,"992",4791
"471",8844,"210 Tamara Cir, Newark, DE",19711,"3/25/17","Listed for sale",164900,2,1,"1000",10018
"472",8845,"210 Tamara Cir, Newark, DE",19711,"4/20/17","Listing removed",164900,2,1,"1000",10018
"473",8846,"210 Tamara Cir, Newark, DE",19711,"5/23/17","Sold",165000,2,1,"1000",10018
"474",9035,"240 E Park Pl, Newark, DE",19711,"4/27/16","Listed for sale",245000,3,1,"1000",6969
"475",9036,"240 E Park Pl, Newark, DE",19711,"6/13/16","Price change",235000,3,1,"1000",6969
"476",9037,"240 E Park Pl, Newark, DE",19711,"6/27/16","Listing removed",235000,3,1,"1000",6969
"477",9038,"240 E Park Pl, Newark, DE",19711,"7/28/16","Sold",227840,3,1,"1000",6969
"478",9039,"240 E Park Pl, Newark, DE",19711,"9/15/16","Listing removed",2e+05,3,1,"1000",6969
"479",9040,"240 E Park Pl, Newark, DE",19711,"10/18/16","Listing removed",2e+05,3,1,"1000",6969
"480",9041,"240 E Park Pl, Newark, DE",19711,"1/27/17","Price change",120000,3,1,"1000",6969
"481",9042,"240 E Park Pl, Newark, DE",19711,"3/31/17","Listing removed",120000,3,1,"1000",6969
"482",9043,"240 E Park Pl, Newark, DE",19711,"10/30/17","Listing removed",210000,3,1,"1000",6969
"483",16259,"20 Burns Way, Newark, DE",19702,"6/9/08","Sold",115000,3,1,"1000",6098
"484",16260,"20 Burns Way, Newark, DE",19702,"6/9/17","Listed for sale",159900,3,1,"1000",6098
"485",16261,"20 Burns Way, Newark, DE",19702,"6/23/17","Price change",150000,3,1,"1000",6098
"486",16262,"20 Burns Way, Newark, DE",19702,"8/8/17","Listing removed",153000,3,1,"1000",6098
"487",16263,"20 Burns Way, Newark, DE",19702,"8/8/17","Pending sale",153000,3,1,"1000",6098
