"","X","Address","Zip","Date","Event","Price","Beds","Baths","SqrFt","LotSize"
"828",13372,"1801 Lowland Way, Newark, DE",19702,"11/8/18","Listed for sale",127900,3,2,"1075",3049
"829",13373,"1801 Lowland Way, Newark, DE",19702,"11/30/18","Price change",138900,3,2,"1075",3049
"830",13374,"1801 Lowland Way, Newark, DE",19702,"1/25/19","Price change",136900,3,2,"1075",3049
"831",13375,"1801 Lowland Way, Newark, DE",19702,"2/7/19","Price change",138900,3,2,"1075",3049
"832",13376,"1801 Lowland Way, Newark, DE",19702,"2/11/19","Listing removed",138900,3,2,"1075",3049
"833",13377,"1801 Lowland Way, Newark, DE",19702,"3/15/19","Sold",138900,3,2,"1075",3049
"834",15051,"844 Hasting Ct, Newark, DE",19702,"4/21/08","Sold",139000,3,2,"1075",2178
"835",15052,"844 Hasting Ct, Newark, DE",19702,"4/11/19","Listed for sale",134000,3,2,"1075",2178
"836",15053,"844 Hasting Ct, Newark, DE",19702,"4/22/19","Pending sale",134000,3,2,"1075",2178
"837",15054,"844 Hasting Ct, Newark, DE",19702,"4/26/19","Price change",135500,3,2,"1075",2178
"838",15055,"844 Hasting Ct, Newark, DE",19702,"5/3/19","Pending sale",135500,3,2,"1075",2178
"839",15056,"844 Hasting Ct, Newark, DE",19702,"6/4/19","Sold",135000,3,2,"1075",2178
"840",15396,"101 E Green Valley Cir, Newark, DE",19711,"4/22/18","Listed for sale",149500,1,1.5,"1075",5227
"841",15397,"101 E Green Valley Cir, Newark, DE",19711,"5/3/18","Listing removed",149500,1,1.5,"1075",5227
"842",15398,"101 E Green Valley Cir, Newark, DE",19711,"6/18/18","Sold",140000,1,1.5,"1075",5227
"843",15846,"139 E Green Valley Cir, Newark, DE",19711,"7/7/17","Listed for sale",135000,1,1.5,"1075",3484
"844",15847,"139 E Green Valley Cir, Newark, DE",19711,"7/10/17","Listing removed",135000,1,1.5,"1075",3484
"845",15848,"139 E Green Valley Cir, Newark, DE",19711,"8/11/17","Sold",135000,1,1.5,"1075",3484
"846",16148,"18 Ashkirk Pl, Newark, DE",19702,"11/21/06","Sold",750000,3,1.5,"1075",2178
"847",16149,"18 Ashkirk Pl, Newark, DE",19702,"8/25/09","Sold",935000,3,1.5,"1075",2178
"848",16150,"18 Ashkirk Pl, Newark, DE",19702,"5/17/13","Listing removed",119000,3,1.5,"1075",2178
"849",16151,"18 Ashkirk Pl, Newark, DE",19702,"8/25/13","Listed for sale",109900,3,1.5,"1075",2178
"850",16152,"18 Ashkirk Pl, Newark, DE",19702,"10/24/13","Listing removed",109900,3,1.5,"1075",2178
"851",16153,"18 Ashkirk Pl, Newark, DE",19702,"11/5/13","Listing removed",115000,3,1.5,"1075",2178
"852",16154,"18 Ashkirk Pl, Newark, DE",19702,"5/20/15","Listed for sale",109900,3,1.5,"1075",2178
"853",16155,"18 Ashkirk Pl, Newark, DE",19702,"3/2/16","Listing removed",109900,3,1.5,"1075",2178
"854",16156,"18 Ashkirk Pl, Newark, DE",19702,"10/4/16","Listed for sale",115000,3,1.5,"1075",2178
"855",16157,"18 Ashkirk Pl, Newark, DE",19702,"3/20/17","Pending sale",115000,3,1.5,"1075",2178
"856",16158,"18 Ashkirk Pl, Newark, DE",19702,"6/30/17","Sold",115000,3,1.5,"1075",2178
"857",17564,"49 Valley Cir, Newark, DE",19711,"12/12/16","Sold",125000,1,1.5,"1075",4356
"858",21443,"16 Ashkirk Pl, Newark, DE",19702,"6/21/11","Price change",99500,3,1.5,"1075",2178
"859",21444,"16 Ashkirk Pl, Newark, DE",19702,"7/30/11","Price change",101500,3,1.5,"1075",2178
"860",21445,"16 Ashkirk Pl, Newark, DE",19702,"8/12/11","Price change",105000,3,1.5,"1075",2178
"861",21446,"16 Ashkirk Pl, Newark, DE",19702,"9/23/11","Listing removed",105000,3,1.5,"1075",2178
"862",21447,"16 Ashkirk Pl, Newark, DE",19702,"4/7/14","Listing removed",107500,3,1.5,"1075",2178
"863",21448,"16 Ashkirk Pl, Newark, DE",19702,"8/13/15","Listing removed",115000,3,1.5,"1075",2178
"864",21449,"16 Ashkirk Pl, Newark, DE",19702,"5/20/17","Listing removed",117500,3,1.5,"1075",2178
"865",21450,"16 Ashkirk Pl, Newark, DE",19702,"11/3/17","Listing removed",117500,3,1.5,"1075",2178
"866",21451,"16 Ashkirk Pl, Newark, DE",19702,"11/9/18","Sold",225942,3,1.5,"1075",2178
"867",16468,"23 Ashkirk Pl, Newark, DE",19702,"10/31/03","Sold",5e+05,3,2,"1080",1742
"868",16469,"23 Ashkirk Pl, Newark, DE",19702,"5/19/18","Listed for sale",124900,3,2,"1080",1742
"869",16470,"23 Ashkirk Pl, Newark, DE",19702,"5/30/18","Listing removed",124900,3,2,"1080",1742
"870",16471,"23 Ashkirk Pl, Newark, DE",19702,"6/21/18","Sold",129900,3,2,"1080",1742
"871",12350,"905 Greentree Rd, Newark, DE",19713,"5/3/04","Sold",135900,3,1,"1092",8276
"872",12351,"905 Greentree Rd, Newark, DE",19713,"3/15/16","Listed for sale",185000,3,1,"1092",8276
"873",12352,"905 Greentree Rd, Newark, DE",19713,"3/30/16","Price change",179900,3,1,"1092",8276
"874",12353,"905 Greentree Rd, Newark, DE",19713,"4/15/16","Price change",177900,3,1,"1092",8276
"875",12354,"905 Greentree Rd, Newark, DE",19713,"4/25/16","Listing removed",177900,3,1,"1092",8276
"876",12355,"905 Greentree Rd, Newark, DE",19713,"6/27/16","Sold",177000,3,1,"1092",8276
"877",21415,"15 E Hawthorne Dr, Newark, DE",19702,"8/8/05","Sold",242900,3,2.5,"1096",8712
"878",21416,"15 E Hawthorne Dr, Newark, DE",19702,"4/28/10","Listing removed",260000,3,2.5,"1096",8712
"879",21417,"15 E Hawthorne Dr, Newark, DE",19702,"6/25/10","Sold",260000,3,2.5,"1096",8712
"880",21418,"15 E Hawthorne Dr, Newark, DE",19702,"5/22/15","Listed for sale",260000,3,2.5,"1096",8712
"881",21419,"15 E Hawthorne Dr, Newark, DE",19702,"6/4/15","Listing removed",260000,3,2.5,"1096",8712
"882",21420,"15 E Hawthorne Dr, Newark, DE",19702,"6/25/15","Sold",257500,3,2.5,"1096",8712
"883",21421,"15 E Hawthorne Dr, Newark, DE",19702,"1/24/18","Listed for sale",279900,3,2.5,"1096",8712
"884",21422,"15 E Hawthorne Dr, Newark, DE",19702,"2/21/18","Pending sale",279900,3,2.5,"1096",8712
"885",21423,"15 E Hawthorne Dr, Newark, DE",19702,"4/3/18","Sold",279000,3,2.5,"1096",8712
"886",8512,"15 Kress Rd, Newark, DE",19713,"5/17/17","Listed for sale",1e+05,3,1,"1100",8712
"887",8513,"15 Kress Rd, Newark, DE",19713,"5/31/17","Listing removed",1e+05,3,1,"1100",8712
"888",8514,"15 Kress Rd, Newark, DE",19713,"8/16/17","Sold",1e+05,3,1,"1100",8712
"889",8639,"17 Water St, Newark, DE",19702,"4/7/08","Sold",705000,3,1,"1100",2613
"890",8640,"17 Water St, Newark, DE",19702,"7/1/09","Sold",192000,3,1,"1100",2613
"891",8641,"17 Water St, Newark, DE",19702,"4/27/18","Sold",189000,3,1,"1100",2613
"892",9295,"34 Kenmar Dr, Newark, DE",19713,"4/23/04","Sold",122000,3,1,"1100",7405
"893",9296,"34 Kenmar Dr, Newark, DE",19713,"11/10/17","Listed for sale",169900,3,1,"1100",7405
"894",9297,"34 Kenmar Dr, Newark, DE",19713,"1/24/18","Pending sale",169900,3,1,"1100",7405
"895",9298,"34 Kenmar Dr, Newark, DE",19713,"2/10/18","Listing removed",169900,3,1,"1100",7405
"896",9299,"34 Kenmar Dr, Newark, DE",19713,"2/20/18","Sold",164000,3,1,"1100",7405
"897",9716,"63 Kenmar Dr, Newark, DE",19713,"3/21/06","Sold",182000,3,2,"1100",10454
"898",9717,"63 Kenmar Dr, Newark, DE",19713,"6/15/16","Sold",960000,3,2,"1100",10454
"899",9718,"63 Kenmar Dr, Newark, DE",19713,"9/11/16","Listed for sale",199900,3,2,"1100",10454
"900",9719,"63 Kenmar Dr, Newark, DE",19713,"11/17/16","Listing removed",199900,3,2,"1100",10454
"901",9720,"63 Kenmar Dr, Newark, DE",19713,"1/5/17","Sold",195000,3,2,"1100",10454
"902",9721,"63 Kollman Dr, Newark, DE",19713,"4/6/06","Sold",131000,3,1,"1100",7840
"903",9722,"63 Kollman Dr, Newark, DE",19713,"10/31/06","Sold",199500,3,1,"1100",7840
"904",9723,"63 Kollman Dr, Newark, DE",19713,"9/26/07","Sold",199500,3,1,"1100",7840
"905",9724,"63 Kollman Dr, Newark, DE",19713,"4/28/10","Price change",199000,3,1,"1100",7840
"906",9725,"63 Kollman Dr, Newark, DE",19713,"4/10/19","Listed for sale",199900,3,1,"1100",7840
"907",9726,"63 Kollman Dr, Newark, DE",19713,"4/18/19","Listing removed",199900,3,1,"1100",7840
"908",9727,"63 Kollman Dr, Newark, DE",19713,"5/24/19","Sold",199900,3,1,"1100",7840
"909",10002,"85 New London Rd, Newark, DE",19711,"1/11/16","Listed for sale",550000,2,1,"1100",10454
"910",10003,"85 New London Rd, Newark, DE",19711,"1/25/16","Price change",5e+05,2,1,"1100",10454
"911",10004,"85 New London Rd, Newark, DE",19711,"4/27/16","Price change",350000,2,1,"1100",10454
"912",10005,"85 New London Rd, Newark, DE",19711,"5/26/16","Listing removed",350000,2,1,"1100",10454
"913",10006,"85 New London Rd, Newark, DE",19711,"5/14/17","Sold",325000,2,1,"1100",10454
"914",11544,"4 Garrett Rd, Newark, DE",19713,"2/13/18","Sold",967000,3,1,"1100",10454
"915",11545,"4 Garrett Rd, Newark, DE",19713,"5/25/18","Listed for sale",210000,3,1,"1100",10454
"916",11546,"4 Garrett Rd, Newark, DE",19713,"6/5/18","Listing removed",210000,3,1,"1100",10454
"917",11547,"4 Garrett Rd, Newark, DE",19713,"7/5/18","Sold",211000,3,1,"1100",10454
"918",12154,"712 Birchwood Dr, Newark, DE",19713,"7/28/18","Listed for sale",193750,4,1,"1100",8712
"919",12155,"712 Birchwood Dr, Newark, DE",19713,"10/6/18","Price change",177800,4,1,"1100",8712
"920",12156,"712 Birchwood Dr, Newark, DE",19713,"10/24/18","Pending sale",177800,4,1,"1100",8712
"921",12157,"712 Birchwood Dr, Newark, DE",19713,"11/25/18","Listing removed",177800,4,1,"1100",8712
"922",12158,"712 Birchwood Dr, Newark, DE",19713,"11/29/18","Sold",182000,4,1,"1100",8712
"923",12332,"9 Garrett Rd, Newark, DE",19713,"4/30/18","Sold",207000,3,1,"1100",9147
"924",13730,"2338 Tolstoy Pl, Newark, DE",19702,"8/31/18","Sold",120000,2,1,"1100",2178
"925",13731,"2338 Tolstoy Pl, Newark, DE",19702,"10/26/18","Price change",117500,2,1,"1100",2178
"926",13732,"2338 Tolstoy Pl, Newark, DE",19702,"2/11/19","Listing removed",117500,2,1,"1100",2178
"927",14923,"8 Sailboat Cir, Newark, DE",19702,"8/27/02","Sold",849000,3,1.5,"1100",2613
"928",14924,"8 Sailboat Cir, Newark, DE",19702,"12/11/09","Listed for sale",135900,3,1.5,"1100",2613
"929",14925,"8 Sailboat Cir, Newark, DE",19702,"4/14/10","Sold",125000,3,1.5,"1100",2613
"930",14926,"8 Sailboat Cir, Newark, DE",19702,"2/23/12","Listed for sale",139900,3,1.5,"1100",2613
"931",14927,"8 Sailboat Cir, Newark, DE",19702,"5/2/12","Price change",133500,3,1.5,"1100",2613
"932",14928,"8 Sailboat Cir, Newark, DE",19702,"7/14/12","Price change",129900,3,1.5,"1100",2613
"933",14929,"8 Sailboat Cir, Newark, DE",19702,"2/12/13","Listing removed",129900,3,1.5,"1100",2613
"934",14930,"8 Sailboat Cir, Newark, DE",19702,"12/7/17","Listed for sale",129900,3,1.5,"1100",2613
"935",14931,"8 Sailboat Cir, Newark, DE",19702,"12/11/17","Listing removed",129900,3,1.5,"1100",2613
"936",14932,"8 Sailboat Cir, Newark, DE",19702,"1/12/18","Sold",129900,3,1.5,"1100",2613
"937",15688,"12 Williams Ct, Newark, DE",19702,"12/25/09","Listed for sale",197900,3,1,"1100",6534
"938",15689,"12 Williams Ct, Newark, DE",19702,"4/17/10","Listing removed",197900,3,1,"1100",6534
"939",15690,"12 Williams Ct, Newark, DE",19702,"6/21/17","Listed for sale",149900,3,1,"1100",6534
"940",15691,"12 Williams Ct, Newark, DE",19702,"7/1/17","Listing removed",149900,3,1,"1100",6534
"941",15692,"12 Williams Ct, Newark, DE",19702,"8/11/17","Sold",149900,3,1,"1100",6534
"942",15693,"12 Williams Ct, Newark, DE",19702,"9/28/17","Sold",149900,3,1,"1100",6534
"943",16698,"28 Phoenix Ave, Newark, DE",19702,"5/24/05","Sold",141000,3,1,"1100",9148
"944",16699,"28 Phoenix Ave, Newark, DE",19702,"8/4/05","Sold",220000,3,1,"1100",9148
"945",16700,"28 Phoenix Ave, Newark, DE",19702,"5/4/16","Listed for sale",199000,3,1,"1100",9148
"946",16701,"28 Phoenix Ave, Newark, DE",19702,"3/15/17","Listing removed",199000,3,1,"1100",9148
"947",16702,"28 Phoenix Ave, Newark, DE",19702,"6/27/17","Sold",163200,3,1,"1100",9148
"948",16703,"28 Phoenix Ave, Newark, DE",19702,"12/15/17","Listed for sale",168300,3,1,"1100",9148
"949",16704,"28 Phoenix Ave, Newark, DE",19702,"12/15/17","Price change",170000,3,1,"1100",9148
"950",16705,"28 Phoenix Ave, Newark, DE",19702,"1/19/18","Listing removed",170000,3,1,"1100",9148
"951",16706,"28 Phoenix Ave, Newark, DE",19702,"3/6/18","Sold",158000,3,1,"1100",9148
"952",16780,"3 Handel Pl, Newark, DE",19702,"12/19/01","Sold",949000,2,1,"1100",6098
"953",16781,"3 Handel Pl, Newark, DE",19702,"9/9/05","Sold",146000,2,1,"1100",6098
"954",16782,"3 Handel Pl, Newark, DE",19702,"5/29/18","Listed for sale",164900,2,1,"1100",6098
"955",16783,"3 Handel Pl, Newark, DE",19702,"6/18/18","Listing removed",164900,2,1,"1100",6098
"956",16784,"3 Handel Pl, Newark, DE",19702,"8/3/18","Sold",158000,2,1,"1100",6098
"957",17505,"48 Garvey Ln, Newark, DE",19702,"8/2/17","Listed for sale",214900,3,1,"1100",7840
"958",17506,"48 Garvey Ln, Newark, DE",19702,"8/7/17","Back on market",214900,3,1,"1100",7840
"959",17507,"48 Garvey Ln, Newark, DE",19702,"8/7/17","Listing removed",214900,3,1,"1100",7840
"960",17508,"48 Garvey Ln, Newark, DE",19702,"8/7/17","Pending sale",214900,3,1,"1100",7840
"961",17509,"48 Garvey Ln, Newark, DE",19702,"9/13/17","Sold",221000,3,1,"1100",7840
"962",17536,"48 Winsome Way, Newark, DE",19702,"5/16/18","Listed for sale",225000,3,1,"1100",6534
"963",17537,"48 Winsome Way, Newark, DE",19702,"5/24/18","Price change",215000,3,1,"1100",6534
"964",17538,"48 Winsome Way, Newark, DE",19702,"7/4/18","Price change",209900,3,1,"1100",6534
"965",17539,"48 Winsome Way, Newark, DE",19702,"9/18/18","Listing removed",209900,3,1,"1100",6534
"966",17540,"48 Winsome Way, Newark, DE",19702,"11/9/18","Listed for sale",189900,3,1,"1100",6534
"967",17541,"48 Winsome Way, Newark, DE",19702,"11/22/18","Pending sale",189900,3,1,"1100",6534
"968",17542,"48 Winsome Way, Newark, DE",19702,"12/14/18","Sold",189000,3,1,"1100",6534
"969",17911,"6 Renoir Ter, Newark, DE",19702,"6/28/17","Listed for sale",169900,3,1,"1100",6969
"970",17912,"6 Renoir Ter, Newark, DE",19702,"7/11/17","Price change",165000,3,1,"1100",6969
"971",17913,"6 Renoir Ter, Newark, DE",19702,"8/3/17","Listing removed",165000,3,1,"1100",6969
"972",17914,"6 Renoir Ter, Newark, DE",19702,"9/14/17","Listed for sale",169500,3,1,"1100",6969
"973",17915,"6 Renoir Ter, Newark, DE",19702,"9/20/17","Price change",166500,3,1,"1100",6969
"974",17916,"6 Renoir Ter, Newark, DE",19702,"9/26/17","Pending sale",166500,3,1,"1100",6969
"975",17917,"6 Renoir Ter, Newark, DE",19702,"9/27/17","Listing removed",166500,3,1,"1100",6969
"976",17918,"6 Renoir Ter, Newark, DE",19702,"12/15/17","Sold",165000,3,1,"1100",6969
"977",18086,"7 Gershwin Cir, Newark, DE",19702,"5/14/18","Sold",141200,3,1,"1100",6098
"978",18087,"7 Gershwin Cir, Newark, DE",19702,"11/14/18","Listed for sale",190000,3,1,"1100",6098
"979",18088,"7 Gershwin Cir, Newark, DE",19702,"12/11/18","Price change",182500,3,1,"1100",6098
"980",18089,"7 Gershwin Cir, Newark, DE",19702,"1/17/19","Listing removed",182500,3,1,"1100",6098
"981",18090,"7 Gershwin Cir, Newark, DE",19702,"1/25/19","Sold",180000,3,1,"1100",6098
"982",14283,"4 Penfield Dr, Newark, DE",19713,"11/19/02","Sold",131000,3,1,"1104",8712
"983",14284,"4 Penfield Dr, Newark, DE",19713,"2/14/17","Listed for sale",180200,3,1,"1104",8712
"984",14285,"4 Penfield Dr, Newark, DE",19713,"2/23/17","Sold",140000,3,1,"1104",8712
"985",14286,"4 Penfield Dr, Newark, DE",19713,"7/26/17","Sold",135104,3,1,"1104",8712
"986",14287,"4 Penfield Dr, Newark, DE",19713,"9/25/17","Listed for sale",205000,3,1,"1104",8712
"987",14288,"4 Penfield Dr, Newark, DE",19713,"10/24/17","Pending sale",205000,3,1,"1104",8712
"988",14289,"4 Penfield Dr, Newark, DE",19713,"12/11/17","Listing removed",205000,3,1,"1104",8712
"989",14290,"4 Penfield Dr, Newark, DE",19713,"1/17/18","Sold",210000,3,1,"1104",8712
"990",8700,"196 Madison Dr, Newark, DE",19711,"2/8/02","Sold",820000,3,1,"1120",1742
"991",8701,"196 Madison Dr, Newark, DE",19711,"7/6/06","Sold",135500,3,1,"1120",1742
"992",8702,"196 Madison Dr, Newark, DE",19711,"2/8/16","Listed for sale",950000,3,1,"1120",1742
"993",8703,"196 Madison Dr, Newark, DE",19711,"3/17/16","Listing removed",950000,3,1,"1120",1742
"994",8704,"196 Madison Dr, Newark, DE",19711,"4/29/16","Listed for sale",950000,3,1,"1120",1742
"995",8705,"196 Madison Dr, Newark, DE",19711,"4/29/16","Price change",124000,3,1,"1120",1742
"996",8706,"196 Madison Dr, Newark, DE",19711,"5/11/16","Price change",119900,3,1,"1120",1742
"997",8707,"196 Madison Dr, Newark, DE",19711,"6/1/16","Listing removed",119900,3,1,"1120",1742
"998",8708,"196 Madison Dr, Newark, DE",19711,"6/30/16","Sold",113000,3,1,"1120",1742
"999",8709,"196 Madison Dr, Newark, DE",19711,"8/27/16","Listing removed",120000,3,1,"1120",1742
"1000",8710,"196 Madison Dr, Newark, DE",19711,"9/9/17","Listing removed",125000,3,1,"1120",1742
"1001",8711,"196 Madison Dr, Newark, DE",19711,"5/27/18","Listing removed",120000,3,1,"1120",1742
"1002",18665,"11 Mandolin Ct, Newark, DE",19702,"10/11/05","Sold",157900,3,2.5,"1120",2178
"1003",18666,"11 Mandolin Ct, Newark, DE",19702,"2/1/06","Sold",156000,3,2.5,"1120",2178
"1004",18667,"11 Mandolin Ct, Newark, DE",19702,"4/2/17","Listed for sale",165000,3,2.5,"1120",2178
"1005",18668,"11 Mandolin Ct, Newark, DE",19702,"4/21/17","Listing removed",165000,3,2.5,"1120",2178
"1006",18669,"11 Mandolin Ct, Newark, DE",19702,"5/22/17","Sold",156000,3,2.5,"1120",2178
"1007",18670,"11 Mandolin Ct, Newark, DE",19702,"8/18/17","Listing removed",135000,3,2.5,"1120",2178
"1008",18671,"11 Mandolin Ct, Newark, DE",19702,"3/21/19","Listing removed",135000,3,2.5,"1120",2178
"1009",18733,"111 Gateway Dr, Newark, DE",19711,"4/19/05","Sold",142000,3,3,"1120",1150
"1010",18734,"111 Gateway Dr, Newark, DE",19711,"1/17/18","Listed for sale",173900,3,3,"1120",1150
"1011",18735,"111 Gateway Dr, Newark, DE",19711,"2/22/18","Price change",169900,3,3,"1120",1150
"1012",18736,"111 Gateway Dr, Newark, DE",19711,"2/24/18","Pending sale",169900,3,3,"1120",1150
"1013",18737,"111 Gateway Dr, Newark, DE",19711,"3/31/18","Sold",160000,3,3,"1120",1150
"1014",18738,"111 Gateway Dr, Newark, DE",19711,"6/1/18","Price change",129500,3,3,"1120",1150
"1015",18739,"111 Gateway Dr, Newark, DE",19711,"6/8/18","Listing removed",129500,3,3,"1120",1150
"1016",19623,"22 N Merriment Dr, Newark, DE",19702,"3/22/16","Listed for sale",170000,2,3,"1120",2614
"1017",19624,"22 N Merriment Dr, Newark, DE",19702,"5/16/16","Price change",164900,2,3,"1120",2614
"1018",19625,"22 N Merriment Dr, Newark, DE",19702,"7/21/16","Pending sale",164900,2,3,"1120",2614
"1019",19626,"22 N Merriment Dr, Newark, DE",19702,"8/12/16","Listing removed",164900,2,3,"1120",2614
"1020",19627,"22 N Merriment Dr, Newark, DE",19702,"9/29/16","Sold",165000,2,3,"1120",2614
"1021",8212,"103 Madison Dr, Newark, DE",19711,"4/1/15","Listed for sale",949000,3,1,"1125",2178
"1022",8213,"103 Madison Dr, Newark, DE",19711,"4/30/15","Listing removed",949000,3,1,"1125",2178
"1023",8214,"103 Madison Dr, Newark, DE",19711,"6/17/15","Sold",830000,3,1,"1125",2178
"1024",8215,"103 Madison Dr, Newark, DE",19711,"1/2/16","Listing removed",110000,3,1,"1125",2178
"1025",8216,"103 Madison Dr, Newark, DE",19711,"11/3/17","Price change",1e+05,3,1,"1125",2178
"1026",8217,"103 Madison Dr, Newark, DE",19711,"12/12/17","Listing removed",1e+05,3,1,"1125",2178
"1027",8218,"103 Madison Dr, Newark, DE",19711,"2/15/19","Sold",110000,3,1,"1125",2178
"1028",8219,"103 Mercer Dr, Newark, DE",19713,"8/1/07","Sold",173300,3,1,"1125",8712
"1029",8220,"103 Mercer Dr, Newark, DE",19713,"4/4/08","Sold",173300,3,1,"1125",8712
"1030",8221,"103 Mercer Dr, Newark, DE",19713,"1/30/18","Sold",148000,3,1,"1125",8712
"1031",8222,"103 Mercer Dr, Newark, DE",19713,"7/3/18","Listed for sale",995000,3,1,"1125",8712
"1032",8223,"103 Mercer Dr, Newark, DE",19713,"7/12/18","Pending sale",995000,3,1,"1125",8712
"1033",8224,"103 Mercer Dr, Newark, DE",19713,"7/13/18","Listing removed",995000,3,1,"1125",8712
"1034",8225,"103 Mercer Dr, Newark, DE",19713,"8/21/18","Sold",144936,3,1,"1125",8712
"1035",8226,"103 Mercer Dr, Newark, DE",19713,"10/1/18","Sold",106000,3,1,"1125",8712
"1036",8227,"103 Mercer Dr, Newark, DE",19713,"10/19/18","Listed for sale",209900,3,1,"1125",8712
"1037",8228,"103 Mercer Dr, Newark, DE",19713,"10/31/18","Price change",199900,3,1,"1125",8712
"1038",8229,"103 Mercer Dr, Newark, DE",19713,"3/15/19","Pending sale",199900,3,1,"1125",8712
"1039",8230,"103 Mercer Dr, Newark, DE",19713,"4/17/19","Sold",180000,3,1,"1125",8712
"1040",8255,"11 Curry Ln, Newark, DE",19713,"5/11/05","Sold",115000,3,1,"1125",7405
"1041",8256,"11 Curry Ln, Newark, DE",19713,"8/12/05","Sold",170000,3,1,"1125",7405
"1042",8257,"11 Curry Ln, Newark, DE",19713,"7/31/17","Listed for sale",199900,3,1,"1125",7405
"1043",8258,"11 Curry Ln, Newark, DE",19713,"8/7/17","Pending sale",199900,3,1,"1125",7405
"1044",8259,"11 Curry Ln, Newark, DE",19713,"9/20/17","Listing removed",199900,3,1,"1125",7405
"1045",8260,"11 Curry Ln, Newark, DE",19713,"9/25/17","Sold",199900,3,1,"1125",7405
"1046",8357,"129 Madison Dr, Newark, DE",19711,"5/14/13","Sold",580000,3,1,"1125",1742
"1047",8358,"129 Madison Dr, Newark, DE",19711,"8/10/13","Listed for sale",119900,3,1,"1125",1742
"1048",8359,"129 Madison Dr, Newark, DE",19711,"8/17/13","Price change",109900,3,1,"1125",1742
"1049",8360,"129 Madison Dr, Newark, DE",19711,"9/15/13","Price change",1e+05,3,1,"1125",1742
"1050",8361,"129 Madison Dr, Newark, DE",19711,"10/9/13","Price change",9e+05,3,1,"1125",1742
"1051",8362,"129 Madison Dr, Newark, DE",19711,"10/31/13","Listing removed",9e+05,3,1,"1125",1742
"1052",8363,"129 Madison Dr, Newark, DE",19711,"12/18/13","Sold",880000,3,1,"1125",1742
"1053",8364,"129 Madison Dr, Newark, DE",19711,"4/16/19","Sold",112000,3,1,"1125",1742
"1054",8404,"134 Madison Dr, Newark, DE",19711,"11/2/18","Listed for sale",139900,4,1,"1125",3920
"1055",8405,"134 Madison Dr, Newark, DE",19711,"11/28/18","Price change",134900,4,1,"1125",3920
"1056",8406,"134 Madison Dr, Newark, DE",19711,"12/10/18","Price change",129900,4,1,"1125",3920
"1057",8407,"134 Madison Dr, Newark, DE",19711,"12/28/18","Pending sale",129900,4,1,"1125",3920
"1058",8408,"134 Madison Dr, Newark, DE",19711,"1/31/19","Sold",134000,4,1,"1125",3920
"1059",8420,"14 Chippendale Cir, Newark, DE",19713,"5/16/03","Sold",105000,3,1,"1125",8712
"1060",8421,"14 Chippendale Cir, Newark, DE",19713,"12/4/18","Listed for sale",175000,3,1,"1125",8712
"1061",8422,"14 Chippendale Cir, Newark, DE",19713,"2/7/19","Price change",170000,3,1,"1125",8712
"1062",8423,"14 Chippendale Cir, Newark, DE",19713,"3/19/19","Listing removed",170000,3,1,"1125",8712
"1063",8424,"14 Chippendale Cir, Newark, DE",19713,"4/15/19","Sold",170000,3,1,"1125",8712
"1064",8530,"15 Martindale Dr, Newark, DE",19713,"5/12/17","Listed for sale",139900,3,1,"1125",6969
"1065",8531,"15 Martindale Dr, Newark, DE",19713,"6/2/17","Listing removed",139900,3,1,"1125",6969
"1066",8532,"15 Martindale Dr, Newark, DE",19713,"7/14/17","Sold",137500,3,1,"1125",6969
"1067",8533,"15 Meadow Ln, Newark, DE",19713,"7/23/18","Listed for sale",199900,3,1,"1125",6969
"1068",8534,"15 Meadow Ln, Newark, DE",19713,"7/31/18","Price change",194900,3,1,"1125",6969
"1069",8535,"15 Meadow Ln, Newark, DE",19713,"8/9/18","Price change",192500,3,1,"1125",6969
"1070",8536,"15 Meadow Ln, Newark, DE",19713,"10/4/18","Price change",189900,3,1,"1125",6969
"1071",8537,"15 Meadow Ln, Newark, DE",19713,"1/18/19","Price change",175000,3,1,"1125",6969
"1072",8538,"15 Meadow Ln, Newark, DE",19713,"2/21/19","Listing removed",175000,3,1,"1125",6969
"1073",8539,"15 Meadow Ln, Newark, DE",19713,"3/15/19","Sold",178800,3,1,"1125",6969
"1074",8574,"16 Metten Rd, Newark, DE",19713,"8/13/09","Listed for sale",138900,3,1,"1125",6969
"1075",8575,"16 Metten Rd, Newark, DE",19713,"9/11/09","Listing removed",138900,3,1,"1125",6969
"1076",8576,"16 Metten Rd, Newark, DE",19713,"9/14/09","Sold",123500,3,1,"1125",6969
"1077",8577,"16 Metten Rd, Newark, DE",19713,"10/31/09","Listed for sale",199900,3,1,"1125",6969
"1078",8578,"16 Metten Rd, Newark, DE",19713,"3/11/10","Price change",196000,3,1,"1125",6969
"1079",8579,"16 Metten Rd, Newark, DE",19713,"3/31/10","Price change",191000,3,1,"1125",6969
"1080",8580,"16 Metten Rd, Newark, DE",19713,"4/8/10","Price change",188000,3,1,"1125",6969
"1081",8581,"16 Metten Rd, Newark, DE",19713,"5/5/10","Price change",185000,3,1,"1125",6969
"1082",8582,"16 Metten Rd, Newark, DE",19713,"6/11/10","Price change",182000,3,1,"1125",6969
"1083",8583,"16 Metten Rd, Newark, DE",19713,"8/17/10","Listing removed",182000,3,1,"1125",6969
"1084",8584,"16 Metten Rd, Newark, DE",19713,"11/3/10","Sold",182000,3,1,"1125",6969
